cancer_group	cohort	cell_type	molecular_subtype	n
Infant-type hemispheric glioma	PBTA	Plasmacytoid dendritic cell	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	Plasmacytoid dendritic cell	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ (non-regulatory)	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ (non-regulatory)	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ (non-regulatory)	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ (non-regulatory)	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ (non-regulatory)	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th1	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th1	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th1	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th1	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th1	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th2	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th2	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th2	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th2	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ Th2	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ central memory	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ central memory	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ central memory	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ central memory	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ central memory	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ effector memory	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ effector memory	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ effector memory	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ effector memory	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ effector memory	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ memory	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ memory	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ memory	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ memory	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ memory	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ naive	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD4+ naive	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD4+ naive	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD4+ naive	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD4+ naive	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD8+	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD8+	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD8+	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+ central memory	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD8+ central memory	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD8+ central memory	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+ central memory	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD8+ central memory	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+ effector memory	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD8+ effector memory	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD8+ effector memory	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+ effector memory	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD8+ effector memory	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+ naive	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell CD8+ naive	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell CD8+ naive	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell CD8+ naive	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell CD8+ naive	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell NK	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell NK	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell NK	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell NK	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell NK	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell gamma delta	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell gamma delta	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell gamma delta	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell gamma delta	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell gamma delta	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell regulatory (Tregs)	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	T cell regulatory (Tregs)	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	T cell regulatory (Tregs)	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	T cell regulatory (Tregs)	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	T cell regulatory (Tregs)	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	immune score	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	immune score	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	immune score	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	immune score	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	immune score	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	microenvironment score	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	microenvironment score	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	microenvironment score	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	microenvironment score	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	microenvironment score	IHG, ROS1-altered, TP53	1
Infant-type hemispheric glioma	PBTA	stroma score	IHG, ALK-altered	2
Infant-type hemispheric glioma	PBTA	stroma score	IHG, NTRK-altered	7
Infant-type hemispheric glioma	PBTA	stroma score	IHG, NTRK-altered, TP53	1
Infant-type hemispheric glioma	PBTA	stroma score	IHG, ROS1-altered	3
Infant-type hemispheric glioma	PBTA	stroma score	IHG, ROS1-altered, TP53	1
Juvenile xanthogranuloma	PBTA	B cell	NA	2
Juvenile xanthogranuloma	PBTA	B cell memory	NA	2
Juvenile xanthogranuloma	PBTA	B cell naive	NA	2
Juvenile xanthogranuloma	PBTA	B cell plasma	NA	2
Juvenile xanthogranuloma	PBTA	Cancer associated fibroblast	NA	2
Juvenile xanthogranuloma	PBTA	Class-switched memory B cell	NA	2
Juvenile xanthogranuloma	PBTA	Common lymphoid progenitor	NA	2
Juvenile xanthogranuloma	PBTA	Common myeloid progenitor	NA	2
Juvenile xanthogranuloma	PBTA	Endothelial cell	NA	2
Juvenile xanthogranuloma	PBTA	Eosinophil	NA	2
Juvenile xanthogranuloma	PBTA	Granulocyte-monocyte progenitor	NA	2
Juvenile xanthogranuloma	PBTA	Hematopoietic stem cell	NA	2
Juvenile xanthogranuloma	PBTA	Macrophage	NA	2
Juvenile xanthogranuloma	PBTA	Macrophage M1	NA	2
Juvenile xanthogranuloma	PBTA	Macrophage M2	NA	2
Juvenile xanthogranuloma	PBTA	Mast cell	NA	2
Juvenile xanthogranuloma	PBTA	Monocyte	NA	2
Juvenile xanthogranuloma	PBTA	Myeloid dendritic cell	NA	2
Juvenile xanthogranuloma	PBTA	Myeloid dendritic cell activated	NA	2
Juvenile xanthogranuloma	PBTA	NK cell	NA	2
Juvenile xanthogranuloma	PBTA	Neutrophil	NA	2
Juvenile xanthogranuloma	PBTA	Plasmacytoid dendritic cell	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ (non-regulatory)	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ Th1	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ Th2	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ central memory	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ effector memory	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ memory	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD4+ naive	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD8+	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD8+ central memory	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD8+ effector memory	NA	2
Juvenile xanthogranuloma	PBTA	T cell CD8+ naive	NA	2
Juvenile xanthogranuloma	PBTA	T cell NK	NA	2
Juvenile xanthogranuloma	PBTA	T cell gamma delta	NA	2
Juvenile xanthogranuloma	PBTA	T cell regulatory (Tregs)	NA	2
Juvenile xanthogranuloma	PBTA	immune score	NA	2
Juvenile xanthogranuloma	PBTA	microenvironment score	NA	2
Juvenile xanthogranuloma	PBTA	stroma score	NA	2
Langerhans Cell histiocytosis	PBTA	B cell	NA	5
Langerhans Cell histiocytosis	PBTA	B cell memory	NA	5
Langerhans Cell histiocytosis	PBTA	B cell naive	NA	5
Langerhans Cell histiocytosis	PBTA	B cell plasma	NA	5
Langerhans Cell histiocytosis	PBTA	Cancer associated fibroblast	NA	5
Langerhans Cell histiocytosis	PBTA	Class-switched memory B cell	NA	5
Langerhans Cell histiocytosis	PBTA	Common lymphoid progenitor	NA	5
Langerhans Cell histiocytosis	PBTA	Common myeloid progenitor	NA	5
Langerhans Cell histiocytosis	PBTA	Endothelial cell	NA	5
Langerhans Cell histiocytosis	PBTA	Eosinophil	NA	5
Langerhans Cell histiocytosis	PBTA	Granulocyte-monocyte progenitor	NA	5
Langerhans Cell histiocytosis	PBTA	Hematopoietic stem cell	NA	5
Langerhans Cell histiocytosis	PBTA	Macrophage	NA	5
Langerhans Cell histiocytosis	PBTA	Macrophage M1	NA	5
Langerhans Cell histiocytosis	PBTA	Macrophage M2	NA	5
Langerhans Cell histiocytosis	PBTA	Mast cell	NA	5
Langerhans Cell histiocytosis	PBTA	Monocyte	NA	5
Langerhans Cell histiocytosis	PBTA	Myeloid dendritic cell	NA	5
Langerhans Cell histiocytosis	PBTA	Myeloid dendritic cell activated	NA	5
Langerhans Cell histiocytosis	PBTA	NK cell	NA	5
Langerhans Cell histiocytosis	PBTA	Neutrophil	NA	5
Langerhans Cell histiocytosis	PBTA	Plasmacytoid dendritic cell	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ (non-regulatory)	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ Th1	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ Th2	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ central memory	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ effector memory	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ memory	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD4+ naive	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD8+	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD8+ central memory	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD8+ effector memory	NA	5
Langerhans Cell histiocytosis	PBTA	T cell CD8+ naive	NA	5
Langerhans Cell histiocytosis	PBTA	T cell NK	NA	5
Langerhans Cell histiocytosis	PBTA	T cell gamma delta	NA	5
Langerhans Cell histiocytosis	PBTA	T cell regulatory (Tregs)	NA	5
Langerhans Cell histiocytosis	PBTA	immune score	NA	5
Langerhans Cell histiocytosis	PBTA	microenvironment score	NA	5
Langerhans Cell histiocytosis	PBTA	stroma score	NA	5
Low-grade glioma	PBTA	B cell	LGG, BRAF V600E	34
Low-grade glioma	PBTA	B cell	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	B cell	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	B cell	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	B cell	LGG, FGFR	12
Low-grade glioma	PBTA	B cell	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	B cell	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	B cell	LGG, IDH	8
Low-grade glioma	PBTA	B cell	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	B cell	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	B cell	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	B cell	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	B cell	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	B cell	LGG, MAPK	2
Low-grade glioma	PBTA	B cell	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	B cell	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	B cell	LGG, NF1-germline	6
Low-grade glioma	PBTA	B cell	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	B cell	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	B cell	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	B cell	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic	3
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	B cell	LGG, RTK	15
Low-grade glioma	PBTA	B cell	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	B cell	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, To be classified	5
Low-grade glioma	PBTA	B cell	LGG, other MAPK	26
Low-grade glioma	PBTA	B cell	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	B cell	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	B cell	LGG, wildtype	53
Low-grade glioma	PBTA	B cell	SEGA, RTK	1
Low-grade glioma	PBTA	B cell	SEGA, wildtype	2
Low-grade glioma	PBTA	B cell memory	LGG, BRAF V600E	34
Low-grade glioma	PBTA	B cell memory	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	B cell memory	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	B cell memory	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	B cell memory	LGG, FGFR	12
Low-grade glioma	PBTA	B cell memory	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	B cell memory	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	B cell memory	LGG, IDH	8
Low-grade glioma	PBTA	B cell memory	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	B cell memory	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	B cell memory	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	B cell memory	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	B cell memory	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	B cell memory	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	B cell memory	LGG, MAPK	2
Low-grade glioma	PBTA	B cell memory	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	B cell memory	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	B cell memory	LGG, NF1-germline	6
Low-grade glioma	PBTA	B cell memory	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	B cell memory	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	B cell memory	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	B cell memory	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	B cell memory	LGG, NF1-somatic	3
Low-grade glioma	PBTA	B cell memory	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	B cell memory	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	B cell memory	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	B cell memory	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	B cell memory	LGG, RTK	15
Low-grade glioma	PBTA	B cell memory	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	B cell memory	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell memory	LGG, To be classified	5
Low-grade glioma	PBTA	B cell memory	LGG, other MAPK	26
Low-grade glioma	PBTA	B cell memory	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell memory	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	B cell memory	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	B cell memory	LGG, wildtype	53
Low-grade glioma	PBTA	B cell memory	SEGA, RTK	1
Low-grade glioma	PBTA	B cell memory	SEGA, wildtype	2
Low-grade glioma	PBTA	B cell naive	LGG, BRAF V600E	34
Low-grade glioma	PBTA	B cell naive	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	B cell naive	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	B cell naive	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	B cell naive	LGG, FGFR	12
Low-grade glioma	PBTA	B cell naive	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	B cell naive	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	B cell naive	LGG, IDH	8
Low-grade glioma	PBTA	B cell naive	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	B cell naive	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	B cell naive	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	B cell naive	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	B cell naive	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	B cell naive	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	B cell naive	LGG, MAPK	2
Low-grade glioma	PBTA	B cell naive	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	B cell naive	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	B cell naive	LGG, NF1-germline	6
Low-grade glioma	PBTA	B cell naive	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	B cell naive	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	B cell naive	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	B cell naive	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	B cell naive	LGG, NF1-somatic	3
Low-grade glioma	PBTA	B cell naive	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	B cell naive	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	B cell naive	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	B cell naive	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	B cell naive	LGG, RTK	15
Low-grade glioma	PBTA	B cell naive	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	B cell naive	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell naive	LGG, To be classified	5
Low-grade glioma	PBTA	B cell naive	LGG, other MAPK	26
Low-grade glioma	PBTA	B cell naive	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell naive	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	B cell naive	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	B cell naive	LGG, wildtype	53
Low-grade glioma	PBTA	B cell naive	SEGA, RTK	1
Low-grade glioma	PBTA	B cell naive	SEGA, wildtype	2
Low-grade glioma	PBTA	B cell plasma	LGG, BRAF V600E	34
Low-grade glioma	PBTA	B cell plasma	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	B cell plasma	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	B cell plasma	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	B cell plasma	LGG, FGFR	12
Low-grade glioma	PBTA	B cell plasma	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	B cell plasma	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	B cell plasma	LGG, IDH	8
Low-grade glioma	PBTA	B cell plasma	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	B cell plasma	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	B cell plasma	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	B cell plasma	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	B cell plasma	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	B cell plasma	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	B cell plasma	LGG, MAPK	2
Low-grade glioma	PBTA	B cell plasma	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	B cell plasma	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-germline	6
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-somatic	3
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	B cell plasma	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	B cell plasma	LGG, RTK	15
Low-grade glioma	PBTA	B cell plasma	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	B cell plasma	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell plasma	LGG, To be classified	5
Low-grade glioma	PBTA	B cell plasma	LGG, other MAPK	26
Low-grade glioma	PBTA	B cell plasma	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	B cell plasma	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	B cell plasma	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	B cell plasma	LGG, wildtype	53
Low-grade glioma	PBTA	B cell plasma	SEGA, RTK	1
Low-grade glioma	PBTA	B cell plasma	SEGA, wildtype	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, BRAF V600E	34
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, BRAF V600E, CDKN2A/B	8
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, BRAF V600E, other MAPK	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, BRAF/MAPK	3
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, FGFR	12
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, FGFR, NF1-germline	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, FGFR, NF1-somatic	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, IDH	8
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, KIAA1549-BRAF	189
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, KIAA1549-BRAF, BRAF V600E	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, KIAA1549-BRAF, CDKN2A/B	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, KIAA1549-BRAF, FGFR	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, KIAA1549-BRAF, RTK	8
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, KIAA1549-BRAF, other MAPK	3
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, MAPK	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, MYB/MYBL1	6
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, MYB/MYBL1, other MAPK	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-germline	6
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-germline, CDKN2A/B	3
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-germline, FGFR	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-germline, RTK, FGFR	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-germline, other MAPK	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-somatic	3
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-somatic, FGFR	9
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-somatic, NF1-germline	2
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-somatic, NF1-germline, CDKN2A/B	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, NF1-somatic, NF1-germline, FGFR	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, RTK	15
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, RTK, BRAF V600E	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, RTK, CDKN2A/B	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, To be classified	5
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, other MAPK	26
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, other MAPK, CDKN2A/B	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, other MAPK, H3	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, other MAPK, IDH	1
Low-grade glioma	PBTA	Cancer associated fibroblast	LGG, wildtype	53
Low-grade glioma	PBTA	Cancer associated fibroblast	SEGA, RTK	1
Low-grade glioma	PBTA	Cancer associated fibroblast	SEGA, wildtype	2
