sample_id	tp53_score	tp53_shuffle
BS_E7NVYA6G	0.5144973247175757	0.41062114656204624
BS_EB0XRBT9	0.15799920673968665	0.513825935834516
BS_ENEYB4TG	0.6554837254798773	0.39145780225311416
BS_EV9MAQXE	0.11935524210924368	0.4614827050997034
BS_F21R36MM	0.524959092182813	0.6033502404827543
BS_F77MGAQT	0.1503019628202721	0.5241748351423972
BS_FZ62GZGV	0.24660187334537395	0.4972220712043133
BS_G1E5DATJ	0.8335354152056472	0.38630175227577257
BS_GPYVYKP2	0.16837065791897932	0.4812101271383408
BS_H08FEN68	0.30043561779193084	0.2909430886853707
BS_H0WF1WHE	0.4953469143342958	0.2561439066604773
BS_HJV0J603	0.8251261815628002	0.25923345759643196
BS_HRJ9145M	0.45195718684259517	0.5153173018575419
BS_HTV7WWZJ	0.9323688341200728	0.7004061764478366
BS_HVB0N4A3	0.8260036808932044	0.3053025507529386
BS_HVGKX0WY	0.6365917605679823	0.4477383343395221
BS_HY2GHM23	0.7595787762164647	0.6103705017437744
BS_HZ9AYDCQ	0.8545719901578965	0.5572053855309202
BS_JE6RR750	0.6879098233376881	0.5157921948158357
BS_JHTBR7DW	0.35111954888521785	0.6948921804196259
BS_JP95KMRD	0.7119044245095871	0.594084049684123
BS_JQGJQ2QZ	0.42119194816953087	0.28416727807126496
BS_K0X3PZGN	0.8827657555880754	0.4748289942438441
BS_K2PCC777	0.6961462799687188	0.6427110795295864
BS_K74N1BXQ	0.7308037619064973	0.5576652312315966
BS_K7S00RTR	0.1777484934340185	0.38763596471449413
BS_K88T8SW7	0.6664090900720869	0.23096168980643117
BS_KJ13ZTP4	0.09494918543577617	0.527899714258795
BS_KKDTW11T	0.3836241383319998	0.5577748215143731
BS_KN7Y1N26	0.06356382944974431	0.6232362067768504
BS_KRS4EV4X	0.4961220064235583	0.45592773392323427
BS_KS8HMGA6	0.49685163266618315	0.2774053355719793
BS_M0FA190Y	0.8031225069735289	0.38754828144198034
BS_M54TWTH4	0.6440275106820843	0.1830581669124611
BS_M62BBERH	0.31758913246070297	0.6912999358320543
BS_MH8RAG4A	0.782290060989689	0.32543144102000215
BS_MN8EP9AF	0.45877203948032325	0.5652040969791122
BS_N3710YR1	0.49612904282381726	0.40624880315551415
BS_N5NA83D2	0.5260766022323328	0.71571177834515
BS_NBZNAG7Q	0.07820295481965685	0.6078786585591568
BS_NEFAASTR	0.40344592739947305	0.7141443076886047
BS_NX1R0BC3	0.5782563598623457	0.46683786510026276
BS_P7W3AYKV	0.5618661749238816	0.43274471226006184
BS_PGD4HRWM	0.6794401889293464	0.24206842751868715
BS_PWDRF91N	0.4900711310135799	0.7973612593340952
BS_Q06J3RYW	0.4195192211785693	0.5381191802203216
BS_QY2G1JZJ	0.6020254197281933	0.41727764014094065
BS_QZAR0AB5	0.3190923260248874	0.5878916283317157
BS_RHAWQJ48	0.6145133713618786	0.416327053139989
BS_RN0VAY51	0.7503348822310884	0.20601209311131796
BS_S20SP0WW	0.6264370553363404	0.44319264702182215
BS_S2Z0KJSX	0.2615431830815546	0.6713427688528812
BS_S56VRTCE	0.03297011913846339	0.619446578999708
BS_S8K878T3	0.7521078610464309	0.5209694223536121
BS_S8ZE9VMN	0.727632588321376	0.11848871327021948
BS_SBMAM00V	0.3730742985504647	0.5374979778303132
BS_SD0EMK7Y	0.5833252510306501	0.6697333154768009
BS_SERDGASJ	0.4920731375424511	0.7239298487568087
BS_SNQ9QFPA	0.1654995358078567	0.2608235987494045
BS_STAJHZDX	0.11412437173188025	0.36023013346540056
BS_TBBZ93A5	0.15760122704136367	0.25644274562346786
BS_TTE04ZP8	0.5027181764885813	0.6532783305825177
BS_V558NW3Q	0.7859070263873976	0.39769090787038075
BS_V92ZMBXX	0.3587650390748187	0.47598574547248457
BS_VBMRQK4F	0.3175979304548437	0.5734428239771115
BS_VF3NVT4G	0.35599939021108595	0.6608181883037314
BS_VKHJG2B8	0.8363834590604193	0.44293446825334387
BS_W7379M7V	0.5356078509327262	0.5984574851433668
BS_WVRX4C9Z	0.8519614437526755	0.8405452405581362
BS_X20JCR4H	0.7508329516707495	0.8457920260406904
BS_X9QAGVB9	0.13668724277858613	0.2760380938128773
BS_XVX21VNP	0.7608199471677032	0.5282872298387942
BS_YB1TNZMX	0.11037811492201641	0.2660869987033717
BS_YGWTGBWR	0.6314546070826307	0.5853104424069596
BS_YMKQT5V0	0.49950877866080556	0.6830086195971141
BS_YR12D1ZY	0.5706080491101374	0.3772620939825793
BS_YTMHB7J1	0.36302778253390505	0.5661955026788471
BS_YTWEM5SG	0.6376749134035743	0.3456184784297571
BS_YWHJY99A	0.8643764049219758	0.5055991503961254
BS_YZM9RFVD	0.5808410722699509	0.3406189416528061
BS_Z30J2YJV	0.3418470920181961	0.752293076781953
BS_Z9BBQBA7	0.6887705841453436	0.5407970765977448
BS_ZK6WE17T	0.34498567599334734	0.5911464019016596
BS_0VXZCRJS	0.31964174526634953	0.44111390131963235
BS_0ZA67BBC	0.7264222145817177	0.4808357985743004
BS_1N7MQZGR	0.6212906694586702	0.08747901654994103
BS_21ET39G7	0.3157256204580929	0.4331392380883255
BS_2JP7RBMB	0.7933718326051814	0.49170757567355766
BS_3AC3SRWH	0.6261825362060407	0.4359982820921849
BS_49CJNZ06	0.9153077747983887	0.4684181036584327
BS_4PPHAQXF	0.23896398032350585	0.49808415102299625
BS_4PWDGEB0	0.017526181256634903	0.5263424687210836
BS_58YXHGAJ	0.7207256915027684	0.4036128313103729
BS_5VPM0F36	0.35087666609008156	0.39533894491625304
BS_685DACMS	0.31034906501355664	0.503152411699363
BS_68KX6A42	0.9305247914731886	0.5176954542323805
BS_6M2053M0	0.804879105394144	0.3801485370770599
BS_7WM3MNZ0	0.8786417859826365	0.5032193880162219
BS_8ZY4GST0	0.8872644992343596	0.7056073508808686
BS_BMMY0H73	0.7270020028453832	0.47901181673370546
BS_BYCX6VK1	0.12720271093765925	0.6437776306538153
BS_C83TK159	0.7911690556319868	0.3558927024286717
BS_EZ3147MX	0.9633816204630575	0.19471262870420553
BS_F0JB4EAK	0.7269815383965772	0.5512992118192124
BS_FCDAH728	0.6994846759711011	0.3351273846091335
BS_G3NN392N	0.8349043603819861	0.6169215168862853
BS_GWSJ4Z9H	0.8180963593596516	0.4071003242601845
BS_H97S5SQN	0.8562164841518177	0.4245741484447704
BS_HWGWYCY7	0.8717719407249938	0.540765645578433
BS_JB43XBCQ	0.6760319403241155	0.3781245313053305
BS_JGA9BP3A	0.16404021544817762	0.6675656420195285
BS_JQVAWTTM	0.6562110920767196	0.6132613294163617
BS_KBEX4RT2	0.016196400280907592	0.6955147045552097
BS_NB9XXBW6	0.8598166241609595	0.760561390732176
BS_NEVYM2FP	0.7048505434180393	0.28428806073194074
BS_NGSG2KB6	0.7202537407863856	0.2644326699892414
BS_NPA6CZQF	0.6620782660014064	0.6415450247650918
BS_PS0P3QJ3	0.14626386661490215	0.3639862406505487
BS_PXCPK5XS	0.7626080939339706	0.49692449402094685
BS_QKT3TJVK	0.17523689831568892	0.6039066693078636
BS_QNNX91SM	0.9289514689047191	0.6035608908745861
BS_R7NTZR4C	0.9386242989580196	0.5108949275951307
BS_R9B92M75	0.6065206355630686	0.4328243027978675
BS_RX1YTZ7F	0.6205837132814134	0.5782715439967916
BS_S6Q7NKA3	0.8723669718618811	0.5315585458837054
BS_SNVM7CZT	0.4129492382483554	0.5864571658925225
BS_T3DGY9J9	0.4022983631978096	0.5386011052303364
BS_W1385R8Y	0.9669363517189762	0.6854264548002242
BS_W4H1D4Y6	0.1267273822142546	0.5109208441492085
BS_W7MFJZ5A	0.2237495944891902	0.137650359938065
BS_X0XXN9BK	0.4651423105954441	0.6602195746278074
BS_X4DD4KSZ	0.9223378556377021	0.44972261175117273
BS_XGDPK33A	0.8274564576442983	0.6005854031252547
BS_XM1AHBDJ	0.6804596400430344	0.48159005826502416
BS_XZM79E42	0.6335621717650417	0.5095582858830182
BS_YDEVMD24	0.7603169896456022	0.6956514987890539
BS_Z3RCA1T9	0.6859602620116722	0.5990073828209923
BS_ZD5HN296	0.4084462527417719	0.6265825422996191
BS_ZF6BSFNF	0.6736530826993343	0.6102567177190029
BS_ZQ76ZBEX	0.49122441751238977	0.7676321924720804
BS_ZQKGJD70	0.7194802687298859	0.6182316697935569
TARGET-10-DCC002-09A-01R	0.39569929490647926	0.40878800530492815
TARGET-10-PAKHZT-03A-01R	0.6858748675919843	0.4894850452218303
TARGET-10-PAKKCA-03A-01R	0.6599987768759633	0.7424292835106209
TARGET-10-PAKKXB-03A-01R	0.6635328814141384	0.5616535790960873
TARGET-10-PAKTAL-03A-01R	0.6027285503992122	0.3775720536731993
TARGET-10-PAKVKK-03A-01R	0.6377021323075854	0.5422056838806912
TARGET-10-PAKYEP-03A-01R	0.5271570638706452	0.39641067043712236
TARGET-10-PALJDL-09A-01R	0.4085927001119169	0.6243426266347357
TARGET-10-PAMDRM-09A-01R	0.6226545923656686	0.4835608092149263
TARGET-10-PANEHF-09A-01R	0.6504224712402226	0.6131595437118234
TARGET-10-PANNGL-09A-01R	0.47492711942706634	0.5101428611668256
TARGET-10-PANSFD-09A-01R	0.31145990762503983	0.696864481801878
TARGET-10-PARMKM-03A-01R	0.6313211559508414	0.361632085473591
TARGET-10-PARMRF-09A-01R	0.6124997626751165	0.5163488761529489
TARGET-10-PARNBN-09A-01R	0.6379470868193948	0.5866460773424951
TARGET-10-PASILW-09A-01R	0.5714715746223507	0.5543024385206208
TARGET-10-PASKTG-09A-01R	0.6407269664639843	0.5820412504019038
TARGET-10-PASSHC-09A-01R	0.6239543674665027	0.4377876576308037
TARGET-10-PASXSI-09A-01R	0.6004419612317227	0.46362885369338436
TARGET-10-PASYAJ-09A-01R	0.5629112976990845	0.4340886085656983
TARGET-10-PASYHN-09A-01R	0.5739837926507252	0.39591640219593743
TARGET-10-PATAXS-09A-01R	0.6154684220485118	0.594689735736518
TARGET-10-PATDFE-09A-01R	0.602981049749004	0.5305449945082453
TARGET-10-PATFRM-09A-01R	0.4358635227815815	0.44954100195752084
TARGET-10-PATITB-09A-01R	0.6077018558348585	0.19018381309842117
TARGET-10-PATLRZ-09A-01R	0.4868074593741025	0.3474897570742414
TARGET-10-PATWHB-09A-01R	0.624260655726426	0.6374468634313886
TARGET-10-PATWIJ-09A-01R	0.6225242032879073	0.4306689621386871
TARGET-10-PATWXC-09A-01R	0.6414445921372961	0.5084476072991404
TARGET-10-PATWYL-09A-01R	0.6095507709115593	0.5873420161466404
TARGET-10-PAUBCB-09A-01R	0.6353103615950151	0.37432614129989117
TARGET-15-SJMPAL011912-09A-01R	0.43701307178025733	0.4812574126306038
TARGET-15-SJMPAL011913-09A-01R	0.3723987302210172	0.3400405782535526
TARGET-15-SJMPAL011914-09A-01R	0.42165016294966334	0.5479440927161544
TARGET-15-SJMPAL011915-09A-01R	0.07538589649416644	0.3980030844436719
TARGET-15-SJMPAL022667-09A-01R	0.5084485193231718	0.4010086087711565
TARGET-30-PAIFXV-01A-01R	0.4479053171183374	0.5046238816995876
TARGET-30-PAIPGU-01A-01R	0.453187980530706	0.4655085930398814
TARGET-30-PAISNS-01A-01R	0.2693999851095548	0.512349645155648
TARGET-30-PAITCI-01A-01R	0.4844859529155814	0.3643077829453566
TARGET-30-PAITEG-01A-01R	0.4827194132534362	0.34215916525653856
TARGET-30-PAIVHE-01A-01R	0.3039763140298327	0.7257171671919046
TARGET-30-PAKYZS-01A-01R	0.4474484201644832	0.6906319872456376
TARGET-30-PAKZRH-01A-01R	0.416895139419219	0.41933253233600054
TARGET-30-PALBFW-01A-01R	0.4674128058503508	0.5394925587872447
TARGET-30-PALCBW-01A-01R	0.28578101974279324	0.5280988152233334
TARGET-30-PALETP-01A-01R	0.4800858283768626	0.6459239374508506
TARGET-30-PALEVG-01A-01R	0.23103762287349358	0.5455730027491291
TARGET-30-PALIIN-01A-01R	0.4785899752594925	0.7190421232580343
TARGET-30-PALKUC-01A-01R	0.5401797693060347	0.7224170567925223
TARGET-30-PALNVP-01A-01R	0.3126158156666265	0.41926365819349215
TARGET-30-PALTEG-01A-01R	0.5376404345335993	0.4421229026116376
TARGET-30-PALUYS-01A-01R	0.19052803771971835	0.30697238475246963
TARGET-30-PALVKK-01A-01R	0.49764099337263495	0.6318215154122093
TARGET-30-PALWVJ-01A-01R	0.4746117629798295	0.6904629877313753
TARGET-30-PALXTB-01A-01R	0.6048235668315299	0.7890918564088717
TARGET-30-PALZZV-01A-01R	0.42811102279864943	0.4231630931951378
TARGET-30-PAMBMJ-01A-01R	0.42950601230019925	0.5752225131754911
TARGET-30-PAMEZH-01A-01R	0.4198982382230241	0.6798225779736554
TARGET-30-PAMMXF-01A-01R	0.5700001598435993	0.6208408309937317
TARGET-30-PAMNLH-01A-01R	0.3667681595941844	0.2774079679315625
TARGET-30-PAMVRA-01A-01R	0.5613863711185876	0.5464951933992914
TARGET-30-PAMYCE-01A-01R	0.4298065962974421	0.37818243679571534
TARGET-30-PAMZGT-01A-01R	0.40243048128368986	0.09699509572634314
TARGET-30-PAMZMG-01A-01R	0.3643843791218745	0.43271261438657754
TARGET-30-PANBJH-01A-01R	0.2992197328666403	0.5266154262436232
TARGET-30-PANBMJ-01A-01R	0.4672297489779748	0.3711116579568073
TARGET-30-PANBSP-01A-01R	0.6706252506392095	0.6787771494632983
TARGET-30-PANGXK-01A-01R	0.16182909484763125	0.7192316237128336
TARGET-30-PANJLH-01A-01R	0.25724939262529867	0.5120371271741475
TARGET-30-PANKFE-01A-01R	0.31597334998690824	0.4324537029114186
TARGET-30-PANLET-01A-01R	0.3883828153020163	0.6123389916431593
TARGET-30-PANNMS-01A-01R	0.45107308854491424	0.5385254694802739
TARGET-30-PANRHJ-01A-01R	0.36038918333385056	0.2578417950818314
TARGET-30-PANRRW-01A-01R	0.28842051974662886	0.39188773968652857
TARGET-30-PANRVJ-01A-01R	0.44991528155297456	0.46919453374923975
TARGET-30-PANSBN-01A-01R	0.0928113968312026	0.24951959362895576
TARGET-30-PANUIF-01A-01R	0.5525134295653433	0.530662312273578
TARGET-30-PANWRR-01A-01R	0.531725459410332	0.5555690864831719
TARGET-30-PANXJL-01A-01R	0.1018127882875099	0.42043632549918736
TARGET-30-PANYGR-01A-01R	0.7645189333541136	0.4844358006511516
TARGET-30-PANZPV-01A-01R	0.423053244452458	0.49088104884334355
TARGET-30-PANZRV-01A-01R	0.6761715185662424	0.4592324952337687
TARGET-30-PANZVU-01A-01R	0.23110216389132157	0.5298860189364184
TARGET-30-PAPBGH-01A-01R	0.48609857459698663	0.42807850633432487
TARGET-30-PAPBJE-01A-01R	0.34622218069832533	0.8521286461396089
TARGET-30-PAPBZI-01A-01R	0.6615052074737044	0.576372480232373
TARGET-30-PAPCTS-01A-01R	0.6098100759123003	0.5939102022027789
TARGET-30-PAPEFE-01A-01R	0.31982648181345336	0.4480412973602167
TARGET-30-PAPHPE-01A-01R	0.35551634220623046	0.7564695888546993
TARGET-30-PAPICY-01A-01R	0.6845855597857701	0.582969656746503
TARGET-30-PAPKWN-01A-01R	0.5755062716980013	0.602404320122635
TARGET-30-PAPKXS-01A-01R	0.5706316029479037	0.36247483607329173
TARGET-30-PAPLSD-01A-01R	0.5263683845856283	0.42734603856451275
TARGET-30-PAPTAN-01A-01R	0.5049891799844649	0.523613269532744
TARGET-30-PAPTCR-01A-01R	0.24096917523707506	0.36168603120735
TARGET-30-PAPTDH-01A-01R	0.6145078132871497	0.3056244443823708
TARGET-30-PAPTFZ-01A-01R	0.29011652040017066	0.5911671996266632
TARGET-30-PAPTLV-01A-01R	0.33322237165457985	0.49749447895494975
TARGET-30-PAPUEB-01A-01R	0.4553898188948733	0.37608071366109047
TARGET-30-PAPUNH-01A-01R	0.6754916062092721	0.32215590178805703
TARGET-30-PAPUWY-01A-01R	0.571752745924819	0.4769208837161953
TARGET-30-PAPVEB-04A-01R	0.42853632367723243	0.20503767197377235
TARGET-30-PAPVFD-01A-01R	0.3936699484978252	0.5017045655697916
TARGET-30-PAPVRN-01A-01R	0.5716272139703691	0.6639176694848197
TARGET-30-PAPVXS-01A-01R	0.3280630950148858	0.7261395232209371
TARGET-30-PAPZYP-01A-01R	0.18639925621266484	0.42047552033476404
TARGET-30-PAPZYZ-01A-01R	0.37739120225962997	0.33934537196989034
TARGET-30-PARACM-01A-01R	0.5509135546439955	0.5641225314458843
TARGET-30-PARACS-01A-01R	0.5777753591708652	0.38793649828711463
TARGET-30-PARAMT-01A-01R	0.33583002606844686	0.550524738674411
TARGET-30-PARBAJ-01A-01R	0.6723632194504381	0.38707059759658036
TARGET-30-PARBAJ-02A-01R	0.5679347480976423	0.6136533073795816
TARGET-30-PARBGP-01A-01R	0.6050111647108614	0.43593069854628475
TARGET-30-PARDCK-01A-01R	0.51877675007887	0.6413838805010199
TARGET-30-PARDIW-01A-01R	0.7058021794041524	0.41607023000051924
TARGET-30-PARFRE-01A-01R	0.3743664601208152	0.5699397167060951
TARGET-30-PARFWB-01A-01R	0.33172549632317133	0.6231855202363111
TARGET-30-PARGKK-01A-01R	0.547754156646097	0.4415778478144148
TARGET-30-PARHAM-01A-01R	0.34496045581493445	0.44117939810129475
TARGET-30-PARHAM-02A-01R	0.3707582711656706	0.3071389919120035
TARGET-30-PARJVP-01A-01R	0.6624425269249363	0.5390981291146821
TARGET-30-PARKGJ-01A-01R	0.504839188942759	0.45281467101703154
TARGET-30-PARNNC-01A-01R	0.4753671672839208	0.3805056815037388
TARGET-30-PARSBI-01A-01R	0.6003808829547909	0.41980876439147713
TARGET-30-PARVLK-01A-01R	0.3627145558297776	0.6182171367426887
TARGET-30-PARYNK-01A-01R	0.4000181997027865	0.5430293523485636
TARGET-30-PARZCJ-01A-01R	0.5787316954134186	0.45710521174525587
TARGET-30-PARZHA-01A-01R	0.6879493025694626	0.44920898868507186
TARGET-30-PARZIP-01A-01R	0.2546849799101244	0.28853900904519436
TARGET-30-PASCFC-01A-01R	0.6379717309901722	0.6203999451766237
TARGET-30-PASCTR-01A-01R	0.4305543077275374	0.5609777363679527
TARGET-30-PASEGA-01A-01R	0.380396294563517	0.42194099380061517
TARGET-30-PASFGG-01A-01R	0.27173705878346543	0.4298908658064111
TARGET-30-PASFIC-01A-01R	0.7076940782102128	0.45880194595195783
TARGET-30-PASGAP-01A-01R	0.4514522500806797	0.6030347786924464
TARGET-30-PASGAP-02A-01R	0.4420323787861938	0.3853246094608007
TARGET-30-PASGUT-01A-01R	0.662560337725282	0.5278581269930912
TARGET-30-PASHFA-01A-01R	0.16170973588841517	0.6751407849712076
TARGET-30-PASJZC-01A-01R	0.6384155150539369	0.6377142064234776
TARGET-30-PASMDM-01A-01R	0.5239442513618594	0.7941098808048562
TARGET-30-PASMJG-01A-01R	0.3973367945317988	0.5319153877821237
TARGET-30-PASMNT-01A-01R	0.5292242528508099	0.4459886560927741
TARGET-30-PASNEF-01A-01R	0.5838719417512733	0.44852633261961544
TARGET-30-PASNML-01A-01R	0.649181665805808	0.5215019745836373
TARGET-30-PASNPG-01A-01R	0.36083653645322583	0.450897757724638
TARGET-30-PASNPG-02A-01R	0.20474306726460711	0.3224206749484865
TARGET-30-PASNZU-01A-01R	0.40662890081078107	0.34858445836742524
TARGET-30-PASPBZ-01A-01R	0.5864220817385954	0.6554789779818954
TARGET-30-PASPER-01A-01R	0.2740103025778496	0.45820689388031177
TARGET-30-PASRFS-01A-01R	0.6227406890690769	0.5391522741236014
TARGET-30-PASSRN-01A-01R	0.44182653934158256	0.5822263672287449
TARGET-30-PASSRS-01A-01R	0.5728224855508537	0.3323413937541808
TARGET-30-PASSWW-01A-01R	0.584464726881311	0.6654349549669593
TARGET-30-PASTCN-01A-01R	0.2325821313490526	0.3559814932487225
TARGET-30-PASTKC-01A-01R	0.35054113404085213	0.46355586366151114
TARGET-30-PASUCB-01A-01R	0.29042140127919547	0.5480655538621172
TARGET-30-PASUML-01A-01R	0.600065122179082	0.35911981457482045
TARGET-30-PASUYG-01A-01R	0.46616643773989297	0.7809256456662466
TARGET-30-PASVRU-01A-01R	0.1961639006106605	0.3862055138806285
TARGET-30-PASWFB-01A-01R	0.21768989993067414	0.4752838461413655
TARGET-30-PASWIJ-01A-01R	0.5239751054953682	0.4981598282299035
TARGET-30-PASWVY-01A-01R	0.2645254521712837	0.6016418159306449
TARGET-30-PASWYR-01A-01R	0.4674490077913512	0.5818405059610847
TARGET-30-PASXGP-01A-01R	0.44130712745555756	0.33347734925944644
TARGET-30-PASXHE-01A-01R	0.4290300219378734	0.46372772710299615
TARGET-30-PASXIE-01A-01R	0.23890075168400898	0.7398071997828988
TARGET-30-PASXRG-01A-01R	0.39579348057251157	0.6159383911076087
TARGET-30-PASXRJ-01A-01R	0.44743990474541123	0.3307148993977934
TARGET-30-PASYPX-01A-01R	0.35809095121330414	0.5499439118851196
TARGET-30-PASZKE-01A-01R	0.15872748994812075	0.36414240296847555
TARGET-30-PASZPI-01A-01R	0.36638797439575954	0.7955858491841337
TARGET-30-PATAYJ-01A-01R	0.566295297099728	0.45028277673034806
TARGET-30-PATBMM-01A-01R	0.5995425953854251	0.29698660369916785
TARGET-30-PATCFL-01A-01R	0.4077577046108673	0.6868736452001869
TARGET-30-PATDWN-01A-01R	0.46366291120992525	0.3491837010651306
TARGET-30-PATDXC-01A-01R	0.5723422211460133	0.4092376014644076
TARGET-30-PATDXG-01A-01R	0.25635405726189864	0.3248765965222759
TARGET-30-PATEKG-01A-01R	0.3730521079289136	0.637932514670745
TARGET-30-PATEPF-01A-01R	0.6441735593946828	0.46005802171964155
TARGET-30-PATESI-01A-01R	0.6441462283163262	0.6247662757702689
TARGET-30-PATFCY-01A-01R	0.41507649570133526	0.40454636299843016
TARGET-30-PATFXV-01A-01R	0.4153752613399915	0.8199989391895652
TARGET-30-PATGJU-01A-01R	0.5887181775613355	0.4992947531320688
TARGET-30-PATGLU-01A-01R	0.34709337342939517	0.46213045820243165
TARGET-30-PATHKB-01A-01R	0.6368537069826378	0.578193931231783
TARGET-30-PATHVK-01A-01R	0.3334126026851829	0.6135128290692828
TARGET-30-PATINJ-01A-01R	0.3427064003547936	0.5000297077079036
TARGET-30-PATNKP-02A-01R	0.03951130950275702	0.4762774844851527
TARGET-30-PATYIL-01A-01R	0.7801917378045332	0.27914225044739416
TARGET-30-PATYIL-02A-01R	0.6639669017898973	0.2851687331100067
TARGET-30-PAUDDK-01A-01R	0.5803166815801848	0.6846392014702407
TARGET-30-PAUDDK-02A-01R	0.45204191215578476	0.5028167428295657
BS_00W5QB9S	0.6214493575407276	0.5182909575043919
BS_028YFYJ6	0.5924895147737733	0.42294380498447254
BS_06D4QTM6	0.22176778570199893	0.5394050113283437
BS_08B376A6	0.41380795851148716	0.498872843247047
BS_08TWG4K0	0.2255436528148388	0.4671324167627326
BS_0BBCFXDQ	0.4011772644332282	0.45362709531219253
BS_0BTXD5M6	0.6183870566360864	0.3470077292587356
BS_0CNMRHGW	0.5602524496389737	0.26301060192230513
BS_0D5VRAKC	0.33302267844664024	0.6308577771670287
BS_0EB67GB4	0.5545979933567972	0.6394536648930175
BS_0HKNEFQC	0.4272298328063109	0.5425380240590454
BS_0JAKSXQP	0.397542627093666	0.3164766455187509
BS_0K69QMK6	0.22984114743496048	0.6540715209297249
BS_0MQ2XY8K	0.6291575812337415	0.6259655463277034
BS_0QNRXSFG	0.44195849517077757	0.5355805327333958
BS_0TDWG2CV	0.1064281658585169	0.5183360116234366
BS_0WZKC4JH	0.1439240437422032	0.4941230703478831
BS_0XEBS3PG	0.5802246198965626	0.4904695482275769
BS_0Y5J2AQ4	0.12162771176366391	0.29694838380560357
BS_0Z1XRQ8F	0.6448068014962339	0.5894739691345058
BS_10Z9BMZ7	0.6464392825401911	0.4908481484770068
BS_123NZXAQ	0.8091452760194567	0.3439963471232235
BS_12G04QJM	0.5732739515761852	0.5311151193151482
BS_130PVKA7	0.18160866031123934	0.4387985753299853
