fpr	tpr	threshold	gene	shuffled	auroc
0.0	0.0	1.9669022881422271	TP53	False	0.9106434362601344
0.002932551319648094	0.0	0.9669022881422272	TP53	False	0.9106434362601344
0.002932551319648094	0.058823529411764705	0.9633063598775522	TP53	False	0.9106434362601344
0.002932551319648094	0.11764705882352941	0.9384624360505592	TP53	False	0.9106434362601344
0.002932551319648094	0.17647058823529413	0.9304356627954352	TP53	False	0.9106434362601344
0.002932551319648094	0.23529411764705882	0.9288378155118606	TP53	False	0.9106434362601344
0.002932551319648094	0.29411764705882354	0.9221667166341933	TP53	False	0.9106434362601344
0.005865102639296188	0.29411764705882354	0.9152040701808166	TP53	False	0.9106434362601344
0.008797653958944282	0.29411764705882354	0.8896516843652911	TP53	False	0.9106434362601344
0.008797653958944282	0.35294117647058826	0.8784553807159324	TP53	False	0.9106434362601344
0.011730205278592375	0.4117647058823529	0.8722682535960412	TP53	False	0.9106434362601344
0.01466275659824047	0.4117647058823529	0.8717490892869139	TP53	False	0.9106434362601344
0.017595307917888565	0.4117647058823529	0.8595122528862434	TP53	False	0.9106434362601344
0.017595307917888565	0.47058823529411764	0.8559472130493342	TP53	False	0.9106434362601344
0.017595307917888565	0.5294117647058824	0.8347744463231416	TP53	False	0.9106434362601344
0.017595307917888565	0.5882352941176471	0.8272500977875277	TP53	False	0.9106434362601344
0.017595307917888565	0.6470588235294118	0.817831488441991	TP53	False	0.9106434362601344
0.017595307917888565	0.7058823529411765	0.8046035915381453	TP53	False	0.9106434362601344
0.020527859237536656	0.7058823529411765	0.7985021687843586	TP53	False	0.9106434362601344
0.020527859237536656	0.7647058823529411	0.7931645082434583	TP53	False	0.9106434362601344
0.02346041055718475	0.7647058823529411	0.7800511373880504	TP53	False	0.9106434362601344
0.02932551319648094	0.7647058823529411	0.7643842538406389	TP53	False	0.9106434362601344
0.03225806451612903	0.7647058823529411	0.7623787462247239	TP53	False	0.9106434362601344
0.03519061583577713	0.7647058823529411	0.7622714664933841	TP53	False	0.9106434362601344
0.03812316715542522	0.7647058823529411	0.7301497638657135	TP53	False	0.9106434362601344
0.04398826979472141	0.7647058823529411	0.7268183127179283	TP53	False	0.9106434362601344
0.0469208211143695	0.7647058823529411	0.7261578612631353	TP53	False	0.9106434362601344
0.04985337243401759	0.7647058823529411	0.7204606419235051	TP53	False	0.9106434362601344
0.04985337243401759	0.8235294117647058	0.7200315861225582	TP53	False	0.9106434362601344
0.05278592375366569	0.8235294117647058	0.7192876171131256	TP53	False	0.9106434362601344
0.05571847507331378	0.8235294117647058	0.7075566166803757	TP53	False	0.9106434362601344
0.05865102639296188	0.8235294117647058	0.7066538266429058	TP53	False	0.9106434362601344
0.06451612903225806	0.8235294117647058	0.7055902255781379	TP53	False	0.9106434362601344
0.06744868035190615	0.8235294117647058	0.7043987682916111	TP53	False	0.9106434362601344
0.07038123167155426	0.8235294117647058	0.6879068327898925	TP53	False	0.9106434362601344
0.07331378299120235	0.8235294117647058	0.685818187719911	TP53	False	0.9106434362601344
0.07624633431085044	0.8235294117647058	0.6854635655484669	TP53	False	0.9106434362601344
0.07917888563049853	0.8235294117647058	0.6844658241118019	TP53	False	0.9106434362601344
0.08211143695014662	0.8235294117647058	0.6803515534037552	TP53	False	0.9106434362601344
0.08504398826979472	0.8235294117647058	0.6760673389152897	TP53	False	0.9106434362601344
0.08504398826979472	0.8823529411764706	0.675800875733661	TP53	False	0.9106434362601344
0.08797653958944282	0.8823529411764706	0.6754132892560026	TP53	False	0.9106434362601344
0.09090909090909091	0.8823529411764706	0.6733874937264099	TP53	False	0.9106434362601344
0.093841642228739	0.8823529411764706	0.6722108833049323	TP53	False	0.9106434362601344
0.09970674486803519	0.8823529411764706	0.6705326874697285	TP53	False	0.9106434362601344
0.10263929618768329	0.8823529411764706	0.6638348655220949	TP53	False	0.9106434362601344
0.10557184750733138	0.8823529411764706	0.6634031797944029	TP53	False	0.9106434362601344
0.11143695014662756	0.8823529411764706	0.6624771227074487	TP53	False	0.9106434362601344
0.11436950146627566	0.8823529411764706	0.6622959969631629	TP53	False	0.9106434362601344
0.12023460410557185	0.8823529411764706	0.6617459626520753	TP53	False	0.9106434362601344
0.12609970674486803	0.8823529411764706	0.6613924207008556	TP53	False	0.9106434362601344
0.12903225806451613	0.8823529411764706	0.6598299570139	TP53	False	0.9106434362601344
0.13196480938416422	0.8823529411764706	0.6560112692492746	TP53	False	0.9106434362601344
0.1348973607038123	0.8823529411764706	0.6503065608553733	TP53	False	0.9106434362601344
0.1378299120234604	0.8823529411764706	0.649001761004898	TP53	False	0.9106434362601344
0.1436950146627566	0.8823529411764706	0.6440902947108338	TP53	False	0.9106434362601344
0.1495601173020528	0.8823529411764706	0.6440655410358739	TP53	False	0.9106434362601344
0.15249266862170088	0.8823529411764706	0.6414535900198196	TP53	False	0.9106434362601344
0.15542521994134897	0.8823529411764706	0.6407345382696199	TP53	False	0.9106434362601344
0.15835777126099707	0.8823529411764706	0.6383295504948854	TP53	False	0.9106434362601344
0.16129032258064516	0.8823529411764706	0.6379224901374333	TP53	False	0.9106434362601344
