fpr	tpr	threshold	gene	shuffled	auroc
0.0	0.0	1.98918388170312	TP53	False	0.8371880246750553
0.0	0.01639344262295082	0.98918388170312	TP53	False	0.8371880246750553
0.0	0.03278688524590164	0.98501270110201	TP53	False	0.8371880246750553
0.0005753739930955121	0.03278688524590164	0.9808666723824658	TP53	False	0.8371880246750553
0.0011507479861910242	0.03278688524590164	0.9761386475924604	TP53	False	0.8371880246750553
0.0017261219792865361	0.03278688524590164	0.9596205269831058	TP53	False	0.8371880246750553
0.0017261219792865361	0.04918032786885246	0.9502751730144416	TP53	False	0.8371880246750553
0.0023014959723820483	0.04918032786885246	0.9458351956403994	TP53	False	0.8371880246750553
0.0028768699654775605	0.04918032786885246	0.9325286520597276	TP53	False	0.8371880246750553
0.0034522439585730723	0.04918032786885246	0.9316513148086402	TP53	False	0.8371880246750553
0.004027617951668585	0.04918032786885246	0.9215224413373084	TP53	False	0.8371880246750553
0.004602991944764097	0.04918032786885246	0.920795268486598	TP53	False	0.8371880246750553
0.005178365937859608	0.04918032786885246	0.9148683018080178	TP53	False	0.8371880246750553
0.005178365937859608	0.06557377049180328	0.9148121542683904	TP53	False	0.8371880246750553
0.005753739930955121	0.06557377049180328	0.9101350109239702	TP53	False	0.8371880246750553
0.006329113924050633	0.06557377049180328	0.907384258935645	TP53	False	0.8371880246750553
0.006329113924050633	0.08196721311475409	0.9044666681640968	TP53	False	0.8371880246750553
0.006904487917146145	0.08196721311475409	0.9043149387591348	TP53	False	0.8371880246750553
0.006904487917146145	0.09836065573770492	0.8959144530532479	TP53	False	0.8371880246750553
0.006904487917146145	0.11475409836065574	0.89455336026338	TP53	False	0.8371880246750553
0.007479861910241657	0.11475409836065574	0.8921984266761036	TP53	False	0.8371880246750553
0.00805523590333717	0.11475409836065574	0.8918356272157406	TP53	False	0.8371880246750553
0.00863060989643268	0.11475409836065574	0.887480514041015	TP53	False	0.8371880246750553
0.009205983889528193	0.11475409836065574	0.8841687660661323	TP53	False	0.8371880246750553
0.009781357882623706	0.11475409836065574	0.8825549442725731	TP53	False	0.8371880246750553
0.010356731875719217	0.11475409836065574	0.8798515946578528	TP53	False	0.8371880246750553
