sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_0VXZCRJS	0.7715123278078108	0.31952308401207086	0.8670986093525732	0.4649934825041309	0.270390828784253	0.4538525559788737
BS_0ZA67BBC	0.47187647732716687	0.7261578612631353	0.4480406370871928	0.32962672591753406	0.4726646183997016	0.54030417321278
BS_1N7MQZGR	0.45314280749420355	0.6207011541923827	0.5188897965068414	0.6807585108021952	0.7969059251467459	0.48390422869027633
BS_21ET39G7	0.4674392209393287	0.3153956989829075	0.5488465867710761	0.3704099979377425	0.23267920052486785	0.4303066844862551
BS_2JP7RBMB	0.4523237329940779	0.7931645082434583	0.4805601722213505	0.5026815222710829	0.29837232867272007	0.4137231340208178
BS_3AC3SRWH	0.29738145727804055	0.6261485726932223	0.45492905818665225	0.4522067654453105	0.7370608125561839	0.7519164052271345
BS_49CJNZ06	0.7911547013722439	0.9152040701808166	0.5392418001747384	0.493335153388528	0.5162774908376947	0.5831294663362125
BS_4PPHAQXF	0.5538826594880922	0.23876630306200627	0.7981530015484503	0.5205310987887503	0.5315054856083041	0.5462040234309924
BS_4PWDGEB0	0.22234796513125818	0.017511836780173363	0.5927517226928913	0.6632312323213257	0.5452790537745709	0.4330477407035221
BS_58YXHGAJ	0.27744213354870295	0.7204606419235051	0.41854666724685563	0.5577242141894078	0.5329491215079092	0.6244906041773503
BS_5VPM0F36	0.6146633389802956	0.3507557932067521	0.5995705095970897	0.3991487514097003	0.7648807182829379	0.5651797820693975
BS_685DACMS	0.5144536494994547	0.3102404386988913	0.4461656997550117	0.5269221434783903	0.3518099242861359	0.5637349218438854
BS_68KX6A42	0.4132617017135702	0.9304356627954351	0.5286995534048692	0.3460106372270845	0.597484339131615	0.6280536719400752
BS_6M2053M0	0.3561894995231206	0.8046035915381453	0.4572512286601381	0.389815427724341	0.40329500805169327	0.589180530936273
BS_7WM3MNZ0	0.46660449320699443	0.8784553807159324	0.4303605095566598	0.36002433462482825	0.4746520135956081	0.35612236324660407
BS_8ZY4GST0	0.4284965477324212	0.8896516843652911	0.4026275328262031	0.4120296777329097	0.7296273500833279	0.49080502957094796
BS_BMMY0H73	0.4264430466299281	0.7268183127179283	0.6133837439135988	0.32881210728827776	0.2490546004658815	0.6637245198005619
BS_BYCX6VK1	0.9113102521716394	0.1271396727647416	0.9057690082526528	0.5580540178499376	0.6518708299840363	0.34414837105546975
BS_C83TK159	0.4667238859739207	0.7985021687843586	0.4851370333065451	0.34162484338559007	0.48142131473615546	0.3658286247375885
BS_EZ3147MX	0.48118505542647144	0.9633063598775522	0.3914731946172129	0.4086411784400149	0.37910011818375045	0.4160122373948462
BS_F0JB4EAK	0.3520998631839425	0.7301497638657135	0.45236678300535266	0.473980941461177	0.1245545790564201	0.500133095917337
BS_FCDAH728	0.6517467151982497	0.7066538266429058	0.4817237627665981	0.5981719862964177	0.41173525898092395	0.6429055485797857
BS_G3NN392N	0.3258054599481256	0.8347744463231416	0.43552825627911335	0.6221300324174932	0.6047209640453529	0.5040628782647364
BS_GWSJ4Z9H	0.30922927651282917	0.817831488441991	0.5302201843903367	0.4524221008307357	0.3375531190258401	0.5952575134612911
BS_H97S5SQN	0.42055396004152945	0.8559472130493342	0.46560121137928456	0.5134512580984696	0.7139567373502128	0.6015100437919063
BS_HWGWYCY7	0.587558627031668	0.8717490892869139	0.5226443595442883	0.43786800216982585	0.23179993718201936	0.4526155976847097
BS_JB43XBCQ	0.4437526978736426	0.675800875733661	0.5246463181343358	0.35176151952939944	0.6059801630431477	0.5397174338323381
BS_JGA9BP3A	0.3099988326540529	0.16382368247749632	0.3940193088551028	0.3755659655961681	0.49957387557920496	0.5489844823735627
BS_JQVAWTTM	0.3908680482072575	0.6560112692492746	0.5275731096082509	0.7382251781558343	0.613696125637416	0.6417905338241214
BS_KBEX4RT2	0.7720686223255511	0.016176117877302287	0.7613537735968815	0.607072909709331	0.7082039012376015	0.363694632593218
BS_NB9XXBW6	0.34629564387253176	0.8595122528862434	0.4386743183991772	0.5770932543463714	0.535576595734027	0.4236856891237065
BS_NEVYM2FP	0.507823638671076	0.7043987682916111	0.46224459073156277	0.29621653191990455	0.5873346078889358	0.45359499542543974
BS_NGSG2KB6	0.4359284324449935	0.7200315861225582	0.523718759963472	0.5590931928041226	0.6567857542050541	0.4869592290948201
BS_NPA6CZQF	0.2717403436595316	0.6617459626520753	0.44808851498495417	0.5660408622673632	0.44882529994702236	0.5746996022826562
BS_PS0P3QJ3	0.6956761866797323	0.1462159384601563	0.6004049075152679	0.4753935312920829	0.5616133173146644	0.4820946148297862
BS_PXCPK5XS	0.7623625493146978	0.7622714664933841	0.47494642693142874	0.4693258909751237	0.6485704113112667	0.5359259550479939
BS_QKT3TJVK	0.9532513601739383	0.17527032788667207	0.3695216234197839	0.36851308075796435	0.5206583954546312	0.43596065291525626
BS_QNNX91SM	0.6478443124410775	0.9288378155118606	0.4494964869731571	0.33318726963983786	0.8560701682280731	0.40330943936777935
BS_R7NTZR4C	0.421524117910901	0.9384624360505591	0.3546997623687943	0.41378697426280275	0.49432653453788034	0.5809285850925718
BS_R9B92M75	0.4160893096375877	0.6060935243714646	0.5262849679021374	0.43308725512694124	0.7278858072231702	0.57604741791895
BS_RX1YTZ7F	0.5219005315868994	0.6202570853194267	0.5724332316538058	0.554618446721099	0.37201465860973887	0.46271635480268625
BS_S6Q7NKA3	0.309252823644888	0.8722682535960412	0.4611717848338054	0.560523069505403	0.43343952672186226	0.315360619218124
BS_SNVM7CZT	0.41782379985996976	0.41274703703648546	0.48189141370565874	0.470964624693814	0.4500027997343333	0.3790612557662851
BS_T3DGY9J9	0.6846321271997775	0.4020671228300265	0.7423529625968893	0.34656666789964335	0.6149131611744724	0.4606461027128125
BS_W1385R8Y	0.22537190075815394	0.9669022881422271	0.4271617899067461	0.49903974562183917	0.35362697759913225	0.5378829889302512
BS_W4H1D4Y6	0.9600121876319406	0.12668539505112414	0.6813054084706494	0.34753606586766084	0.5717944394003565	0.5436172433076107
BS_W7MFJZ5A	0.721857888274014	0.22363291753273892	0.7202539325336308	0.3652404661332072	0.7047155067970562	0.5595066156777427
BS_X0XXN9BK	0.5172728934480294	0.4650170796302145	0.4966175633421154	0.4244829349898869	0.2898491345591763	0.6744937883957091
BS_X4DD4KSZ	0.665058099100245	0.9221667166341933	0.4186116622141776	0.47170381162320213	0.743209425016523	0.5728523347621121
BS_XGDPK33A	0.5796087175829633	0.8272500977875277	0.5040221655502802	0.6239553585970665	0.6901660998071623	0.5142484792943531
BS_XM1AHBDJ	0.3002787551520392	0.6803515534037552	0.41185142147526305	0.3955376354278887	0.44559573843070904	0.48864173600984656
BS_XZM79E42	0.45574723589706573	0.6334707952253966	0.559537213626631	0.6049356855377772	0.5428486940313952	0.5682010704545787
BS_YDEVMD24	0.4124556537215932	0.7623787462247239	0.4379081060950824	0.657331864060958	0.7955223644175103	0.5678018008387608
BS_Z3RCA1T9	0.6080233155206293	0.6854635655484669	0.48856012411707916	0.6374269231269695	0.6055647198188158	0.4536846612320179
BS_ZD5HN296	0.36008976322113023	0.4081782134787053	0.5633623072755496	0.7092385004308699	0.6026126949015748	0.506629871501581
BS_ZF6BSFNF	0.4040198730333241	0.6733874937264099	0.5132239976383155	0.621931582855648	0.4060841041214811	0.4328900595460822
BS_ZQ76ZBEX	0.39521944950079696	0.490917385588686	0.43432068523988415	0.391314372024161	0.34861257021229847	0.6157968802087342
BS_ZQKGJD70	0.4650705713432756	0.7192876171131256	0.43292579317167573	0.4929609282053573	0.7414952778491408	0.44961427133058335
TARGET-10-DCC002-09A-01R	0.6352429738462549	0.395513271865318	0.38138207451426037	0.49655810513495574	0.8388334836379918	0.5900853019730676
TARGET-10-PAKHZT-03A-01R	0.4000256862672348	0.685818187719911	0.5057860096607006	0.823839861858839	0.5820191974295857	0.48918815570933816
TARGET-10-PAKKCA-03A-01R	0.4346114482576451	0.6598299570139	0.39883211796879375	0.21022702554972814	0.4474160541647347	0.4188939101734322
TARGET-10-PAKKXB-03A-01R	0.572324387745882	0.6634031797944029	0.44417411161105724	0.3220535064255079	0.43159724539162536	0.4595073387546277
TARGET-10-PAKTAL-03A-01R	0.6599721905864953	0.6025635333487002	0.3748822504791283	0.5401988304250559	0.40884367201928246	0.45501149992200896
TARGET-10-PAKVKK-03A-01R	0.46642269914702184	0.6376201153847416	0.4414860269134169	0.485203815721439	0.41098741522478305	0.4904545026252861
TARGET-10-PAKYEP-03A-01R	0.21834638733832973	0.5271286711780878	0.267672868369685	0.3502861667517307	0.5873102957093271	0.41889780151958267
TARGET-10-PALJDL-09A-01R	0.3190453747122522	0.40845256293094173	0.3216166559922375	0.41665697199269414	0.702714252805284	0.45920174456346635
TARGET-10-PAMDRM-09A-01R	0.45675194179873324	0.6225506896684936	0.35571084845402323	0.545776908501686	0.3686547326704851	0.5289375900624876
TARGET-10-PANEHF-09A-01R	0.5160065395131085	0.6503065608553733	0.4127420884499049	0.4331449809327623	0.5453985873944419	0.5346157335072453
TARGET-10-PANNGL-09A-01R	0.5628324784919859	0.474871469652847	0.3877846791362458	0.4225149459071339	0.5004870509452628	0.6741751156772318
TARGET-10-PANSFD-09A-01R	0.5972176689164761	0.3114288750604496	0.4101547155866847	0.38061988064959107	0.5447192576988825	0.5611453165020805
TARGET-10-PARMKM-03A-01R	0.3264430503121483	0.6313039784006355	0.4400527324016003	0.5064548065379141	0.19349735513138835	0.5154309258417342
TARGET-10-PARMRF-09A-01R	0.3325608979122733	0.6125090143785797	0.4283042443423346	0.6286589069434793	0.4513642641325975	0.5279423563426527
TARGET-10-PARNBN-09A-01R	0.3049718009261476	0.6379224901374333	0.458242816488638	0.49350458125888097	0.2879745933264137	0.3813789645539339
TARGET-10-PASILW-09A-01R	0.31212569133201745	0.5714116667582216	0.4381243256341112	0.560634690542459	0.18622974966938444	0.514050510141971
TARGET-10-PASKTG-09A-01R	0.30763277090380625	0.6407345382696199	0.43321553350013126	0.5086892430983796	0.6028228734144219	0.4367316218757022
