Kids_First_Biospecimen_ID	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11
BS_MB5K2C19	0	0	0.22082672078884774	0.07552133000957408	0	0	0.2631860556315126	0	0.25468374795668536	0	0.15697738498998454
BS_N88EQK8Z	0	0	0.21893045789964108	0.07290644298079822	0	0	0.24430602448229988	0	0.2636711336770377	0	0.15700280183941256
BS_46TXYD8H	0	0	0.18595039192439342	0.07519365751368445	0	0	0.2488054359849134	0	0.2745238092037556	0	0.15705105169110922
BS_4QH8B0VS	0	0	0.18841357057845523	0.06002848250724091	0	0	0.26754834070590494	0	0.267240950027706	0	0.17209273424771787
BS_M28HG0NT	0	0	0.1883354016569266	0	0	0	0.2794551957441343	0	0.2520125883373197	0	0.16321767257499484
BS_RM13B4YN	0	0	0.2256151442554505	0.06227709586199657	0	0	0.26280106773127654	0	0.25225257965002496	0	0.17014604816837578
BS_T7WMJ08W	0	0	0.18458986341116854	0.07029340005569096	0	0	0.27314953377574164	0	0.25636487748551073	0	0.16115452752902298
BS_96S0VQBN	0	0	0.22101879730828297	0.06017311106405491	0	0	0.2721616708440883	0	0.25360088427247474	0	0.16206595852640202
BS_ZN35MFSR	0	0	0.2170904623919122	0.06829671735753912	0	0	0.2656602005891809	0	0.2568095007709989	0	0.16161520755856934
BS_GMVP7K9F	0	0	0.2195718814601566	0.07538567098422119	0	0	0.2616494157355572	0	0.2521524475661484	0	0.1613258339206426
BS_F064HMTP	0	0	0.21713249113886016	0.06432462940183258	0	0	0.27129748704647605	0	0.25629527807850405	0	0.16113941981846377
BS_CKX0QTD6	0	0	0.18267320639424514	0.06904603552308475	0	0	0.24755426534281835	0	0.25471713328525997	0	0.17698402013709824
