Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Participant_ID	MYCN_TPM	MYCN_CN	MYCN_CN_status	sample_id	cohort	match_id	pathology_free_text_diagnosis
TARGET-30-PASKSR-01A-01D	NA	PASKSR	NA	NA	NA	01	TARGET	PASKSR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASKSX-01A-01D	NA	PASKSX	NA	NA	NA	01	TARGET	PASKSX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKTB-01A-01D	NA	PASKTB	NA	2	loss	01	TARGET	PASKTB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKYH-01A-01D	NA	PASKYH	NA	NA	NA	01	TARGET	PASKYH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLAE-01A-01D	NA	PASLAE	NA	NA	NA	01	TARGET	PASLAE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLCD-01A-01D	NA	PASLCD	NA	NA	NA	01	TARGET	PASLCD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASLDM-01A-01D	NA	PASLDM	NA	NA	NA	01	TARGET	PASLDM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASLFG-01A-01D	NA	PASLFG	NA	NA	NA	01	TARGET	PASLFG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLGM-01A-01D	NA	PASLGM	NA	NA	NA	01	TARGET	PASLGM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLMN-01A-01D	NA	PASLMN	NA	NA	NA	01	TARGET	PASLMN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLRM-01A-01D	NA	PASLRM	NA	NA	NA	01	TARGET	PASLRM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLSS-01A-01D	NA	PASLSS	NA	NA	NA	01	TARGET	PASLSS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLXS-01A-01D	NA	PASLXS	NA	NA	NA	01	TARGET	PASLXS_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASLYF-01A-01D	NA	PASLYF	NA	NA	NA	01	TARGET	PASLYF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMCP-01A-01D	NA	PASMCP	NA	NA	NA	01	TARGET	PASMCP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMDG-01A-01D	NA	PASMDG	NA	NA	NA	01	TARGET	PASMDG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMNU-01A-01D	NA	PASMNU	NA	NA	NA	01	TARGET	PASMNU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMPT-01A-01D	NA	PASMPT	NA	NA	NA	01	TARGET	PASMPT_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASMRC-01A-01D	NA	PASMRC	NA	NA	NA	01	TARGET	PASMRC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASNMJ-01A-01D	NA	PASNMJ	NA	NA	NA	01	TARGET	PASNMJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASNVM-01A-01D	NA	PASNVM	NA	NA	NA	01	TARGET	PASNVM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASNWH-01A-01D	NA	PASNWH	NA	NA	NA	01	TARGET	PASNWH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPBY-01A-01D	NA	PASPBY	NA	NA	NA	01	TARGET	PASPBY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPGU-01A-01D	NA	PASPGU	NA	NA	NA	01	TARGET	PASPGU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPIK-01A-01D	NA	PASPIK	NA	NA	NA	01	TARGET	PASPIK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPSE-01A-01D	NA	PASPSE	NA	NA	NA	01	TARGET	PASPSE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPTF-01A-01D	NA	PASPTF	NA	NA	NA	01	TARGET	PASPTF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPVR-09A-01D	NA	PASPVR	NA	NA	NA	09	TARGET	PASPVR_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PASPVZ-09A-01D	NA	PASPVZ	NA	NA	NA	09	TARGET	PASPVZ_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PASPXU-01A-01D	NA	PASPXU	NA	NA	NA	01	TARGET	PASPXU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASRIB-01A-01D	NA	PASRIB	NA	NA	NA	01	TARGET	PASRIB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASRLC-01A-01D	NA	PASRLC	NA	NA	NA	01	TARGET	PASRLC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASRSG-01A-01D	NA	PASRSG	NA	NA	NA	01	TARGET	PASRSG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASRWE-01A-01D	NA	PASRWE	NA	NA	NA	01	TARGET	PASRWE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSEC-01A-01D	NA	PASSEC	NA	NA	NA	01	TARGET	PASSEC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSGT-01A-01D	NA	PASSGT	NA	NA	NA	01	TARGET	PASSGT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSII-01A-01D	NA	PASSII	NA	NA	NA	01	TARGET	PASSII_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSJK-01A-01D	NA	PASSJK	NA	NA	NA	01	TARGET	PASSJK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSNN-01A-01D	NA	PASSNN	NA	NA	NA	01	TARGET	PASSNN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASSPI-01A-01D	NA	PASSPI	NA	NA	NA	01	TARGET	PASSPI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASSUU-01A-01D	NA	PASSUU	NA	NA	NA	01	TARGET	PASSUU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSWB-01A-01D	NA	PASSWB	NA	329	amplification	01	TARGET	PASSWB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASSXA-01A-01D	NA	PASSXA	NA	NA	NA	01	TARGET	PASSXA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSZI-01A-01D	NA	PASSZI	NA	NA	NA	01	TARGET	PASSZI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTDT-01A-01D	NA	PASTDT	NA	NA	NA	01	TARGET	PASTDT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTGD-01A-01D	NA	PASTGD	NA	NA	NA	01	TARGET	PASTGD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASTGH-09A-01D	NA	PASTGH	NA	NA	NA	09	TARGET	PASTGH_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PASTHF-01A-01D	NA	PASTHF	NA	NA	NA	01	TARGET	PASTHF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASTIJ-01A-01D	NA	PASTIJ	NA	NA	NA	01	TARGET	PASTIJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTKW-01A-01D	NA	PASTKW	NA	3	gain	01	TARGET	PASTKW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTMW-09A-01D	NA	PASTMW	NA	NA	NA	09	TARGET	PASTMW_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PASTNT-01A-01D	NA	PASTNT	NA	NA	NA	01	TARGET	PASTNT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTSI-01A-01D	NA	PASTSI	NA	NA	NA	01	TARGET	PASTSI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTSY-01A-01D	NA	PASTSY	NA	NA	NA	01	TARGET	PASTSY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTTX-01A-01D	NA	PASTTX	NA	NA	NA	01	TARGET	PASTTX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTXR-01A-01D	NA	PASTXR	NA	2	loss	01	TARGET	PASTXR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTXV-01A-01D	NA	PASTXV	NA	NA	NA	01	TARGET	PASTXV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUEA-01A-01D	NA	PASUEA	NA	NA	NA	01	TARGET	PASUEA_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASUFL-01A-01D	NA	PASUFL	NA	NA	NA	01	TARGET	PASUFL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUMG-01A-01D	NA	PASUMG	NA	NA	NA	01	TARGET	PASUMG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASUTC-01A-01D	NA	PASUTC	NA	NA	NA	01	TARGET	PASUTC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASUXH-01A-01D	NA	PASUXH	NA	NA	NA	01	TARGET	PASUXH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUYL-01A-01D	NA	PASUYL	NA	NA	NA	01	TARGET	PASUYL_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASVKE-01A-01D	NA	PASVKE	NA	NA	NA	01	TARGET	PASVKE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASVKL-09A-01D	NA	PASVKL	NA	NA	NA	09	TARGET	PASVKL_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PASVSU-09A-01D	NA	PASVSU	NA	NA	NA	09	TARGET	PASVSU_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PASVWG-01A-01D	NA	PASVWG	NA	NA	NA	01	TARGET	PASVWG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWAU-01A-01D	NA	PASWAU	NA	2	neutral	01	TARGET	PASWAU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWCY-01A-01D	NA	PASWCY	NA	NA	NA	01	TARGET	PASWCY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASWKI-01A-01D	NA	PASWKI	NA	NA	NA	01	TARGET	PASWKI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWLY-01A-01D	NA	PASWLY	NA	2	loss	01	TARGET	PASWLY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWNG-01A-01D	NA	PASWNG	NA	NA	NA	01	TARGET	PASWNG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWSZ-01A-01D	NA	PASWSZ	NA	NA	NA	01	TARGET	PASWSZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWVD-01A-01D	NA	PASWVD	NA	NA	NA	01	TARGET	PASWVD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWVE-01A-01D	NA	PASWVE	NA	NA	NA	01	TARGET	PASWVE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASXCG-01A-01D	NA	PASXCG	NA	NA	NA	01	TARGET	PASXCG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASXIE-01A-01D	NA	PASXIE	NA	3	gain	01	TARGET	PASXIE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASXMI-09A-01D	NA	PASXMI	NA	NA	NA	09	TARGET	PASXMI_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PASXNN-01A-01D	NA	PASXNN	NA	2	loss	01	TARGET	PASXNN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASYIP-01A-01D	NA	PASYIP	NA	NA	NA	01	TARGET	PASYIP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASYJF-01A-01D	NA	PASYJF	NA	NA	NA	01	TARGET	PASYJF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASYLD-01A-01D	NA	PASYLD	NA	2	neutral	01	TARGET	PASYLD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASYMX-01A-01D	NA	PASYMX	NA	3	loss	01	TARGET	PASYMX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASYTP-01A-01D	NA	PASYTP	NA	NA	NA	01	TARGET	PASYTP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASYYM-01A-01D	NA	PASYYM	NA	NA	NA	01	TARGET	PASYYM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASYYX-01A-01D	NA	PASYYX	NA	NA	NA	01	TARGET	PASYYX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASZFX-01A-01D	NA	PASZFX	NA	NA	NA	01	TARGET	PASZFX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASZGB-01A-01D	NA	PASZGB	NA	NA	NA	01	TARGET	PASZGB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASZST-01A-01D	NA	PASZST	NA	NA	NA	01	TARGET	PASZST_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASZTV-01A-01D	NA	PASZTV	NA	NA	NA	01	TARGET	PASZTV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASZYY-01A-01D	NA	PASZYY	NA	NA	NA	01	TARGET	PASZYY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATACA-01A-01D	NA	PATACA	NA	NA	NA	01	TARGET	PATACA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATAFE-01A-01D	NA	PATAFE	NA	NA	NA	01	TARGET	PATAFE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATAFI-01A-01D	NA	PATAFI	NA	NA	NA	01	TARGET	PATAFI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATAKH-01A-01D	NA	PATAKH	NA	NA	NA	01	TARGET	PATAKH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBAC-01A-01D	NA	PATBAC	NA	NA	NA	01	TARGET	PATBAC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBJI-01A-01D	NA	PATBJI	NA	NA	NA	01	TARGET	PATBJI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBKX-01A-01D	NA	PATBKX	NA	NA	NA	01	TARGET	PATBKX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBPG-01A-01D	NA	PATBPG	NA	NA	NA	01	TARGET	PATBPG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBRX-01A-01D	NA	PATBRX	NA	NA	NA	01	TARGET	PATBRX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATCDJ-01A-01D	NA	PATCDJ	NA	NA	NA	01	TARGET	PATCDJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATCEM-01A-01D	NA	PATCEM	NA	NA	NA	01	TARGET	PATCEM_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATCJF-01A-01D	NA	PATCJF	NA	NA	NA	01	TARGET	PATCJF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATCJP-09A-01D	NA	PATCJP	NA	NA	NA	09	TARGET	PATCJP_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PATCKU-01A-01D	NA	PATCKU	NA	NA	NA	01	TARGET	PATCKU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATDBR-01A-01D	NA	PATDBR	NA	NA	NA	01	TARGET	PATDBR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATDFU-01A-01D	NA	PATDFU	NA	NA	NA	01	TARGET	PATDFU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATDSY-01A-01D	NA	PATDSY	NA	NA	NA	01	TARGET	PATDSY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATDVF-01A-01D	NA	PATDVF	NA	NA	NA	01	TARGET	PATDVF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATECM-01A-01D	NA	PATECM	NA	NA	NA	01	TARGET	PATECM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATEUC-01A-01D	NA	PATEUC	NA	NA	NA	01	TARGET	PATEUC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATEWM-01A-01D	NA	PATEWM	NA	NA	NA	01	TARGET	PATEWM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATFES-01A-01D	NA	PATFES	NA	NA	NA	01	TARGET	PATFES_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATFIN-01A-01D	NA	PATFIN	NA	128	amplification	01	TARGET	PATFIN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATFMU-01A-01D	NA	PATFMU	NA	NA	NA	01	TARGET	PATFMU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATFPS-09A-01D	NA	PATFPS	NA	NA	NA	09	TARGET	PATFPS_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PATFTN-01A-01D	NA	PATFTN	NA	NA	NA	01	TARGET	PATFTN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATFTY-01A-01D	NA	PATFTY	NA	NA	NA	01	TARGET	PATFTY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATGWT-01A-01D	NA	PATGWT	NA	129	amplification	01	TARGET	PATGWT_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATGWU-01A-01D	NA	PATGWU	NA	NA	NA	01	TARGET	PATGWU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATHJU-09A-01D	NA	PATHJU	NA	NA	NA	09	TARGET	PATHJU_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATHJZ-01A-01D	NA	PATHJZ	NA	NA	NA	01	TARGET	PATHJZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATHUU-01A-01D	NA	PATHUU	NA	NA	NA	01	TARGET	PATHUU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATHYK-01A-01D	NA	PATHYK	NA	NA	NA	01	TARGET	PATHYK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATIHB-01A-01D	NA	PATIHB	NA	NA	NA	01	TARGET	PATIHB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATILE-01A-01D	NA	PATILE	NA	2	loss	01	TARGET	PATILE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATISU-01A-01D	NA	PATISU	NA	NA	NA	01	TARGET	PATISU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATIWH-01A-01D	NA	PATIWH	NA	NA	NA	01	TARGET	PATIWH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATIYD-09A-01D	NA	PATIYD	NA	NA	NA	09	TARGET	PATIYD_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATJET-01A-01D	NA	PATJET	NA	NA	NA	01	TARGET	PATJET_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATJEY-01A-01D	NA	PATJEY	NA	NA	NA	01	TARGET	PATJEY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATJHU-01A-01D	NA	PATJHU	NA	NA	NA	01	TARGET	PATJHU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATJIN-01A-01D	NA	PATJIN	NA	NA	NA	01	TARGET	PATJIN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATJPI-01A-01D	NA	PATJPI	NA	NA	NA	01	TARGET	PATJPI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATJXV-01A-01D	NA	PATJXV	NA	NA	NA	01	TARGET	PATJXV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATJZC-01A-01D	NA	PATJZC	NA	NA	NA	01	TARGET	PATJZC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATJZF-01A-01D	NA	PATJZF	NA	NA	NA	01	TARGET	PATJZF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATKHS-01A-01D	NA	PATKHS	NA	NA	NA	01	TARGET	PATKHS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATKPD-01A-01D	NA	PATKPD	NA	NA	NA	01	TARGET	PATKPD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATKSX-01A-01D	NA	PATKSX	NA	NA	NA	01	TARGET	PATKSX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATLCM-01A-01D	NA	PATLCM	NA	NA	NA	01	TARGET	PATLCM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATLLI-01A-01D	NA	PATLLI	NA	NA	NA	01	TARGET	PATLLI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATLNM-01A-01D	NA	PATLNM	NA	NA	NA	01	TARGET	PATLNM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATLUI-01A-01D	NA	PATLUI	NA	NA	NA	01	TARGET	PATLUI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATLXP-01A-01D	NA	PATLXP	NA	NA	NA	01	TARGET	PATLXP_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATMAJ-01A-01D	NA	PATMAJ	NA	NA	NA	01	TARGET	PATMAJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATMAW-01A-01D	NA	PATMAW	NA	NA	NA	01	TARGET	PATMAW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATMFL-01A-01D	NA	PATMFL	NA	NA	NA	01	TARGET	PATMFL_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATMJV-09A-01D	NA	PATMJV	NA	NA	NA	09	TARGET	PATMJV_09_Bone Marrow_Primary Tumor	MYCN non-amp
TARGET-30-PATMPC-01A-01D	NA	PATMPC	NA	NA	NA	01	TARGET	PATMPC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATMRZ-01A-01D	NA	PATMRZ	NA	NA	NA	01	TARGET	PATMRZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATMSI-01A-01D	NA	PATMSI	NA	NA	NA	01	TARGET	PATMSI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATMSR-01A-01D	NA	PATMSR	NA	NA	NA	01	TARGET	PATMSR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATMTX-01A-01D	NA	PATMTX	NA	NA	NA	01	TARGET	PATMTX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATMXC-01A-01D	NA	PATMXC	NA	NA	NA	01	TARGET	PATMXC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATNCI-01A-01D	NA	PATNCI	NA	NA	NA	01	TARGET	PATNCI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATNEA-01A-01D	NA	PATNEA	NA	NA	NA	01	TARGET	PATNEA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATNGD-01A-01D	NA	PATNGD	NA	NA	NA	01	TARGET	PATNGD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATNPW-01A-01D	NA	PATNPW	NA	NA	NA	01	TARGET	PATNPW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATNRI-01A-01D	NA	PATNRI	NA	NA	NA	01	TARGET	PATNRI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATNRK-09A-01D	NA	PATNRK	NA	NA	NA	09	TARGET	PATNRK_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATNWL-01A-01D	NA	PATNWL	NA	NA	NA	01	TARGET	PATNWL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATNZJ-01A-01D	NA	PATNZJ	NA	NA	NA	01	TARGET	PATNZJ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATPET-01A-01D	NA	PATPET	NA	NA	NA	01	TARGET	PATPET_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATPHR-01A-01D	NA	PATPHR	NA	NA	NA	01	TARGET	PATPHR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATPJD-09A-01D	NA	PATPJD	NA	NA	NA	09	TARGET	PATPJD_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATPNR-01A-01D	NA	PATPNR	NA	NA	NA	01	TARGET	PATPNR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATPPK-01A-01D	NA	PATPPK	NA	NA	NA	01	TARGET	PATPPK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATPPU-01A-01D	NA	PATPPU	NA	NA	NA	01	TARGET	PATPPU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATPXF-01A-01D	NA	PATPXF	NA	NA	NA	01	TARGET	PATPXF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATPXJ-01A-01D	NA	PATPXJ	NA	NA	NA	01	TARGET	PATPXJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATPYK-01A-01D	NA	PATPYK	NA	NA	NA	01	TARGET	PATPYK_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATRHD-01A-01D	NA	PATRHD	NA	NA	NA	01	TARGET	PATRHD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATRJG-01A-01D	NA	PATRJG	NA	NA	NA	01	TARGET	PATRJG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATRJK-01A-01D	NA	PATRJK	NA	NA	NA	01	TARGET	PATRJK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATRMB-01A-01D	NA	PATRMB	NA	NA	NA	01	TARGET	PATRMB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATRUL-01A-01D	NA	PATRUL	NA	NA	NA	01	TARGET	PATRUL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATRUX-09A-01D	NA	PATRUX	NA	NA	NA	09	TARGET	PATRUX_09_Bone Marrow_Primary Tumor	MYCN amp
TARGET-30-PATRXC-01A-01D	NA	PATRXC	NA	NA	NA	01	TARGET	PATRXC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATSDR-01A-01D	NA	PATSDR	NA	NA	NA	01	TARGET	PATSDR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATSJV-01A-01D	NA	PATSJV	NA	NA	NA	01	TARGET	PATSJV_01_Solid Tissue_Primary Tumor	MYCN non-amp
