Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Participant_ID	MYCN_TPM	MYCN_CN	MYCN_CN_status	sample_id	cohort	match_id	pathology_free_text_diagnosis
TARGET-30-PANWRR-01A-01D	TARGET-30-PANWRR-01A-01R	PANWRR	40.86	2	neutral	01	TARGET	PANWRR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PANXJL-01A-01D	TARGET-30-PANXJL-01A-01R	PANXJL	1.55	2	loss	01	TARGET	PANXJL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PANYGR-01A-01W	TARGET-30-PANYGR-01A-01R	PANYGR	30.92	2	loss	01	TARGET	PANYGR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PANZPV-01A-01W	TARGET-30-PANZPV-01A-01R	PANZPV	12.01	2	loss	01	TARGET	PANZPV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PANZVU-01A-01W	TARGET-30-PANZVU-01A-01R	PANZVU	37.11	2	loss	01	TARGET	PANZVU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPBGH-01A-01W	TARGET-30-PAPBGH-01A-01R	PAPBGH	0.47	2	loss	01	TARGET	PAPBGH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPBJE-01A-01D	TARGET-30-PAPBJE-01A-01R	PAPBJE	703.67	216	amplification	01	TARGET	PAPBJE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPBZI-01A-01W	TARGET-30-PAPBZI-01A-01R	PAPBZI	22.34	4	gain	01	TARGET	PAPBZI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPCTS-01A-01D	TARGET-30-PAPCTS-01A-01R	PAPCTS	1530.68	129	amplification	01	TARGET	PAPCTS_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPEFE-01A-01W	TARGET-30-PAPEFE-01A-01R	PAPEFE	235.04	7	amplification	01	TARGET	PAPEFE_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPHPE-01A-01W	TARGET-30-PAPHPE-01A-01R	PAPHPE	6.12	3	neutral	01	TARGET	PAPHPE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPKWN-01A-01W	TARGET-30-PAPKWN-01A-01R	PAPKWN	51.31	13	amplification	01	TARGET	PAPKWN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPKXS-01A-01D	TARGET-30-PAPKXS-01A-01R	PAPKXS	138.23	3	gain	01	TARGET	PAPKXS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPLSD-01A-01D	TARGET-30-PAPLSD-01A-01R	PAPLSD	22.99	3	gain	01	TARGET	PAPLSD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPTAN-01A-01D	TARGET-30-PAPTAN-01A-01R	PAPTAN	16.17	2	neutral	01	TARGET	PAPTAN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPTCR-01A-01D	TARGET-30-PAPTCR-01A-01R	PAPTCR	5.71	2	neutral	01	TARGET	PAPTCR_01_Solid Tissue_Primary Tumor	NA
TARGET-30-PAPTFZ-01A-01D	TARGET-30-PAPTFZ-01A-01R	PAPTFZ	841.05	125	amplification	01	TARGET	PAPTFZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPTLV-01A-01D	TARGET-30-PAPTLV-01A-01R	PAPTLV	255.44	24	amplification	01	TARGET	PAPTLV_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAPUWY-01A-01D	TARGET-30-PAPUWY-01A-01R	PAPUWY	48.51	2	loss	01	TARGET	PAPUWY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPVFD-01A-01D	TARGET-30-PAPVFD-01A-01R	PAPVFD	76.15	2	loss	01	TARGET	PAPVFD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPVRN-01A-01D	TARGET-30-PAPVRN-01A-01R	PAPVRN	6.59	2	loss	01	TARGET	PAPVRN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPVXS-01A-01D	TARGET-30-PAPVXS-01A-01R	PAPVXS	36.95	3	neutral	01	TARGET	PAPVXS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAPZYZ-01A-01D	TARGET-30-PAPZYZ-01A-01R	PAPZYZ	273.22	131	amplification	01	TARGET	PAPZYZ_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PARACS-01A-01D	TARGET-30-PARACS-01A-01R	PARACS	36.69	3	neutral	01	TARGET	PARACS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARAMT-01A-01D	TARGET-30-PARAMT-01A-01R	PARAMT	73.4	3	neutral	01	TARGET	PARAMT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARBGP-01A-01D	TARGET-30-PARBGP-01A-01R	PARBGP	59.05	2	loss	01	TARGET	PARBGP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARDCK-01A-01D	TARGET-30-PARDCK-01A-01R	PARDCK	8.07	2	loss	01	TARGET	PARDCK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARDIW-01A-01D	TARGET-30-PARDIW-01A-01R	PARDIW	22.26	2	loss	01	TARGET	PARDIW_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARFWB-01A-01D	TARGET-30-PARFWB-01A-01R	PARFWB	34.21	2	neutral	01	TARGET	PARFWB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARGKK-01A-01D	TARGET-30-PARGKK-01A-01R	PARGKK	32.9	2	neutral	01	TARGET	PARGKK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARKGJ-01A-01D	TARGET-30-PARKGJ-01A-01R	PARKGJ	10.02	3	gain	01	TARGET	PARKGJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARSBI-01A-01D	TARGET-30-PARSBI-01A-01R	PARSBI	13.29	2	loss	01	TARGET	PARSBI_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARTRP-01A-01D	BS_S0B4WASX	PARTRP	16.43	NA	NA	01	TARGET	PARTRP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARUTJ-01A-01D	BS_S5KDWVEA	PARUTJ	0.41	NA	NA	01	TARGET	PARUTJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARVLK-01A-01D	TARGET-30-PARVLK-01A-01R	PARVLK	11.15	2	loss	01	TARGET	PARVLK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARWEV-01A-01D	BS_DBXCETW2	PARWEV	33.86	NA	NA	01	TARGET	PARWEV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARXPD-01A-01D	BS_3N0ZS3G3	PARXPD	24.86	NA	NA	01	TARGET	PARXPD_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARYEH-01A-01D	BS_2Y28PRQC	PARYEH	22.31	NA	NA	01	TARGET	PARYEH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARYNK-01A-01D	TARGET-30-PARYNK-01A-01R	PARYNK	5.63	2	neutral	01	TARGET	PARYNK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARYRJ-01A-01D	BS_JY850J9G	PARYRJ	26.4	NA	NA	01	TARGET	PARYRJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARZBH-01A-01D	BS_BG0ZDND2	PARZBH	22.7	NA	NA	01	TARGET	PARZBH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PARZIP-01A-01D	TARGET-30-PARZIP-01A-01R	PARZIP	53.23	3	loss	01	TARGET	PARZIP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAHC-01A-01D	BS_AFRGW493	PASAHC	20.59	NA	NA	01	TARGET	PASAHC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASAVJ-01A-01D	BS_28ZRHXX8	PASAVJ	21.16	NA	NA	01	TARGET	PASAVJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASBDN-01A-01D	BS_15ED4VDX	PASBDN	31.15	NA	NA	01	TARGET	PASBDN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASCDX-01A-01D	BS_97SKFHM4	PASCDX	181.39	106	amplification	01	TARGET	PASCDX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASCWD-01A-01D	BS_W5X4568N	PASCWD	310.39	NA	NA	01	TARGET	PASCWD_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASDDP-01A-01D	BS_MAJ800Q0	PASDDP	19.57	NA	NA	01	TARGET	PASDDP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASDYT-01A-01D	BS_N13KZYRR	PASDYT	17.46	NA	NA	01	TARGET	PASDYT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEGA-01A-01D	TARGET-30-PASEGA-01A-01R	PASEGA	16.44	2	neutral	01	TARGET	PASEGA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASEWZ-01A-01D	BS_8VPBB5C2	PASEWZ	36.38	NA	NA	01	TARGET	PASEWZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFCG-01A-01D	BS_WR5VE59B	PASFCG	24.8	NA	NA	01	TARGET	PASFCG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFEV-01A-01D	BS_Z0MTZA9K	PASFEV	32.76	NA	NA	01	TARGET	PASFEV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFGG-01A-01D	TARGET-30-PASFGG-01A-01R	PASFGG	18.94	2	neutral	01	TARGET	PASFGG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFKX-01A-01D	BS_6N7RPHX9	PASFKX	392.43	NA	NA	01	TARGET	PASFKX_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASFWL-01A-01D	BS_WHX83JW2	PASFWL	34.59	NA	NA	01	TARGET	PASFWL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASFXC-01A-01D	BS_3KGHX57D	PASFXC	21.59	NA	NA	01	TARGET	PASFXC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGAP-01A-01D	TARGET-30-PASGAP-01A-01R	PASGAP	5.34	2	loss	01	TARGET	PASGAP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASGUT-01A-01D	TARGET-30-PASGUT-01A-01R	PASGUT	22.29	2	loss	01	TARGET	PASGUT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASJTA-01A-01D	BS_WHBM0N3Y	PASJTA	19.87	NA	NA	01	TARGET	PASJTA_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKRS-01A-01D	BS_QS2NKZW3	PASKRS	11.07	NA	NA	01	TARGET	PASKRS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASKZT-01A-01D	BS_CZ7DWCPE	PASKZT	2.05	NA	NA	01	TARGET	PASKZT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLIH-01A-01D	BS_HW9CGZ29	PASLIH	20.29	NA	NA	01	TARGET	PASLIH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLPG-01A-01D	BS_9C595Y9M	PASLPG	8.53	NA	NA	01	TARGET	PASLPG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASLTC-01A-01D	BS_ZWRZRC4V	PASLTC	48.71	NA	NA	01	TARGET	PASLTC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMET-01A-01D	BS_0SC4QNTM	PASMET	86.26	NA	NA	01	TARGET	PASMET_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASMJG-01A-01D	TARGET-30-PASMJG-01A-01R	PASMJG	1.73	2	neutral	01	TARGET	PASMJG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMNT-01A-01D	TARGET-30-PASMNT-01A-01R	PASMNT	46.44	2	neutral	01	TARGET	PASMNT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASMUB-01A-01D	BS_H5RWQDCJ	PASMUB	10.97	NA	NA	01	TARGET	PASMUB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASNEF-01A-01D	TARGET-30-PASNEF-01A-01R	PASNEF	33.26	2	loss	01	TARGET	PASNEF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASNUI-01A-01D	BS_3CSY3JTN	PASNUI	407.97	NA	NA	01	TARGET	PASNUI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASNZU-01A-01D	TARGET-30-PASNZU-01A-01R	PASNZU	1052.53	152	amplification	01	TARGET	PASNZU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASPER-01A-01D	TARGET-30-PASPER-01A-01R	PASPER	14.89	2	neutral	01	TARGET	PASPER_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASPGB-01A-01D	BS_94ZKC2SR	PASPGB	273.35	NA	NA	01	TARGET	PASPGB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASRFS-01A-01D	TARGET-30-PASRFS-01A-01R	PASRFS	45.74	2	neutral	01	TARGET	PASRFS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASSRN-01A-01D	TARGET-30-PASSRN-01A-01R	PASSRN	738.94	522	amplification	01	TARGET	PASSRN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASSRS-01A-01D	TARGET-30-PASSRS-01A-01R	PASSRS	18.08	2	loss	01	TARGET	PASSRS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTCN-01A-01D	TARGET-30-PASTCN-01A-01R	PASTCN	36.66	2	loss	01	TARGET	PASTCN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTKC-01A-01D	TARGET-30-PASTKC-01A-01R	PASTKC	24.11	2	loss	01	TARGET	PASTKC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASTWY-01A-01D	BS_8EX2H96N	PASTWY	42.87	NA	NA	01	TARGET	PASTWY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUCB-01A-01D	TARGET-30-PASUCB-01A-01R	PASUCB	11.22	2	loss	01	TARGET	PASUCB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUCU-01A-01D	BS_4JVC08W2	PASUCU	26.41	NA	NA	01	TARGET	PASUCU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUEZ-01A-01D	BS_MDEQHB6J	PASUEZ	33.28	NA	NA	01	TARGET	PASUEZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASUYG-01A-01D	TARGET-30-PASUYG-01A-01R	PASUYG	7.84	3	neutral	01	TARGET	PASUYG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASVRU-01A-01D	TARGET-30-PASVRU-01A-01R	PASVRU	473.38	121	amplification	01	TARGET	PASVRU_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASVYV-01A-01D	BS_T4KS08ND	PASVYV	32.32	NA	NA	01	TARGET	PASVYV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWFB-01A-01D	TARGET-30-PASWFB-01A-01R	PASWFB	1034.06	195	amplification	01	TARGET	PASWFB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASWIJ-01A-01D	TARGET-30-PASWIJ-01A-01R	PASWIJ	57.63	3	neutral	01	TARGET	PASWIJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWVY-01A-01D	TARGET-30-PASWVY-01A-01R	PASWVY	77.32	4	gain	01	TARGET	PASWVY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASWXG-01A-01D	BS_GMH5C45K	PASWXG	379.57	NA	NA	01	TARGET	PASWXG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASWYR-01A-01D	BS_MPE34NYZ	PASWYR	368.45	138	amplification	01	TARGET	PASWYR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASWYR-01A-01D	TARGET-30-PASWYR-01A-01R	PASWYR	1027.81	138	amplification	01	TARGET	PASWYR_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASXGP-01A-01D	TARGET-30-PASXGP-01A-01R	PASXGP	53.89	2	neutral	01	TARGET	PASXGP_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASXHE-01A-01D	BS_EZRVK9ZQ	PASXHE	33.44	3	gain	01	TARGET	PASXHE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASXHE-01A-01D	TARGET-30-PASXHE-01A-01R	PASXHE	74.93	3	gain	01	TARGET	PASXHE_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASXRG-01A-01D	BS_9JBYGRQW	PASXRG	181.71	14	amplification	01	TARGET	PASXRG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASXRG-01A-01D	TARGET-30-PASXRG-01A-01R	PASXRG	285.66	14	amplification	01	TARGET	PASXRG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PASXRJ-01A-01D	BS_1BKHK7AY	PASXRJ	14.24	2	neutral	01	TARGET	PASXRJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASXRJ-01A-01D	TARGET-30-PASXRJ-01A-01R	PASXRJ	34.46	2	neutral	01	TARGET	PASXRJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASYPX-01A-01D	TARGET-30-PASYPX-01A-01R	PASYPX	31.64	3	neutral	01	TARGET	PASYPX_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASZJB-01A-01D	BS_CXGWN1W5	PASZJB	18.88	NA	NA	01	TARGET	PASZJB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PASZPI-01A-01D	TARGET-30-PASZPI-01A-01R	PASZPI	894.63	44	amplification	01	TARGET	PASZPI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATAAV-01A-01D	BS_XJDB3R9K	PATAAV	8.73	NA	NA	01	TARGET	PATAAV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBHY-01A-01D	BS_NQP7B1SY	PATBHY	16.32	NA	NA	01	TARGET	PATBHY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBMM-01A-01D	BS_3DJBSNGE	PATBMM	12.3	2	loss	01	TARGET	PATBMM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATBMM-01A-01D	TARGET-30-PATBMM-01A-01R	PATBMM	15.49	2	loss	01	TARGET	PATBMM_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATCFL-01A-01D	BS_N05R3CT2	PATCFL	3.24	2	neutral	01	TARGET	PATCFL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATCFL-01A-01D	TARGET-30-PATCFL-01A-01R	PATCFL	6.9	2	neutral	01	TARGET	PATCFL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATDCJ-01A-01D	BS_BBD7XS5N	PATDCJ	13.3	NA	NA	01	TARGET	PATDCJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATDWN-01A-01D	TARGET-30-PATDWN-01A-01R	PATDWN	1540.66	238	amplification	01	TARGET	PATDWN_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATDXC-01A-01D	TARGET-30-PATDXC-01A-01R	PATDXC	58.6	3	neutral	01	TARGET	PATDXC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATDXG-01A-01D	TARGET-30-PATDXG-01A-01R	PATDXG	1449.04	118	amplification	01	TARGET	PATDXG_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATEKG-01A-01D	TARGET-30-PATEKG-01A-01R	PATEKG	5.33	2	neutral	01	TARGET	PATEKG_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATEPF-01A-01D	TARGET-30-PATEPF-01A-01R	PATEPF	40.48	2	neutral	01	TARGET	PATEPF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATESI-01A-01D	TARGET-30-PATESI-01A-01R	PATESI	1278.85	105	amplification	01	TARGET	PATESI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATFCY-01A-01D	TARGET-30-PATFCY-01A-01R	PATFCY	60.56	2	loss	01	TARGET	PATFCY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATFTR-01A-01D	BS_GTFHNG3R	PATFTR	27.57	NA	NA	01	TARGET	PATFTR_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATFXV-01A-01D	TARGET-30-PATFXV-01A-01R	PATFXV	1554.55	188	amplification	01	TARGET	PATFXV_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATGLU-01A-01D	TARGET-30-PATGLU-01A-01R	PATGLU	50.36	3	gain	01	TARGET	PATGLU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATHVK-01A-01D	TARGET-30-PATHVK-01A-01R	PATHVK	25.72	4	neutral	01	TARGET	PATHVK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATINJ-01A-01D	TARGET-30-PATINJ-01A-01R	PATINJ	52.26	2	neutral	01	TARGET	PATINJ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATKGB-01A-01D	BS_9BYP1GZS	PATKGB	40.95	NA	NA	01	TARGET	PATKGB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATLKI-01A-01D	BS_QJ3XB7XZ	PATLKI	29.28	NA	NA	01	TARGET	PATLKI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATNXK-01A-01D	BS_S0SM38BZ	PATNXK	23.59	NA	NA	01	TARGET	PATNXK_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATTPC-01A-01D	BS_NKGRBE18	PATTPC	393.89	NA	NA	01	TARGET	PATTPC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATWED-01A-01D	BS_YA56YE71	PATWED	82.09	NA	NA	01	TARGET	PATWED_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PATWIL-01A-01D	BS_KBXSSXWF	PATWIL	19.1	NA	NA	01	TARGET	PATWIL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATXTF-01A-01D	BS_BW9QBKEQ	PATXTF	36.56	NA	NA	01	TARGET	PATXTF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PATZRF-01A-01D	BS_S4WH99C9	PATZRF	235.02	NA	NA	01	TARGET	PATZRF_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUCRL-01A-01D	BS_SM1QE9FJ	PAUCRL	10.42	NA	NA	01	TARGET	PAUCRL_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUGJI-01A-01D	BS_8MYS5HP4	PAUGJI	266.48	NA	NA	01	TARGET	PAUGJI_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUGVZ-01A-01D	BS_J9EH31NM	PAUGVZ	15.43	NA	NA	01	TARGET	PAUGVZ_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUJRW-01A-01D	BS_ZFJS669M	PAUJRW	352.32	NA	NA	01	TARGET	PAUJRW_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUJTY-01A-01D	BS_X3F8NMS4	PAUJTY	14.62	NA	NA	01	TARGET	PAUJTY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUKLK-01A-01D	BS_94JMQ7MX	PAUKLK	296.15	NA	NA	01	TARGET	PAUKLK_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAULMT-01A-01D	BS_K59AGJKW	PAULMT	13.26	NA	NA	01	TARGET	PAULMT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAUNTY-01A-01D	BS_VNKT3ZZS	PAUNTY	312.62	NA	NA	01	TARGET	PAUNTY_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAUSJB-01A-01D	BS_GB1XPW06	PAUSJB	8.68	NA	NA	01	TARGET	PAUSJB_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAVALS-01A-01D	BS_NZDEF29S	PAVALS	30.63	NA	NA	01	TARGET	PAVALS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAHYWC-01A-01W	NA	PAHYWC	NA	35	amplification	01	TARGET	PAHYWC_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAICGF-01A-01W	NA	PAICGF	NA	2	neutral	01	TARGET	PAICGF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAIFCS-01A-01W	NA	PAIFCS	NA	2	loss	01	TARGET	PAIFCS_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAILNU-01A-01W	NA	PAILNU	NA	3	gain	01	TARGET	PAILNU_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAIMDT-01A-01W	NA	PAIMDT	NA	2	neutral	01	TARGET	PAIMDT_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAINLN-01A-01W	NA	PAINLN	NA	3	gain	01	TARGET	PAINLN_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAISSH-01A-01W	NA	PAISSH	NA	30	amplification	01	TARGET	PAISSH_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAIWRB-01A-01D	NA	PAIWRB	NA	225	amplification	01	TARGET	PAIWRB_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAIXIF-01A-01W	NA	PAIXIF	NA	3	gain	01	TARGET	PAIXIF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAIXNC-01A-01W	NA	PAIXNC	NA	3	gain	01	TARGET	PAIXNC_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAIXNV-01A-01W	NA	PAIXNV	NA	2	neutral	01	TARGET	PAIXNV_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAIXRK-01A-01W	NA	PAIXRK	NA	66	amplification	01	TARGET	PAIXRK_01_Solid Tissue_Primary Tumor	MYCN amp
TARGET-30-PAKFUY-01A-01W	NA	PAKFUY	NA	3	gain	01	TARGET	PAKFUY_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAKGKH-01A-01W	NA	PAKGKH	NA	3	neutral	01	TARGET	PAKGKH_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAKHCF-01A-01W	NA	PAKHCF	NA	3	gain	01	TARGET	PAKHCF_01_Solid Tissue_Primary Tumor	MYCN non-amp
TARGET-30-PAKHHB-01A-01W	NA	PAKHHB	NA	84	amplification	01	TARGET	PAKHHB_01_Solid Tissue_Primary Tumor	MYCN amp
