Kids_First_Biospecimen_ID	Signature.1A	Signature.1B	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.R1	Signature.R2	Signature.R3	Signature.U1	Signature.U2
BS_TQ0J7WJQ	0.17061865398144224	0.16290007283794514	0	0.1067261480401175	0	0	0	0	0.42288257310866967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_TN8CGS84	0.1518132707278228	0.2699123429486613	0	0.1754597091261054	0	0	0	0	0.11659515003382119	0	0	0	0.0732273162305318	0.10235812756412467	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ST7KGV85	0.5291066533603271	0	0	0	0	0	0	0	0	0.09686581472870778	0	0	0	0	0	0.3740274936413641	0	0	0	0	0	0	0	0	0	0	0
BS_S3DSBR9Y	0.9398004723525046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0601995276474955	0	0	0	0	0	0	0	0	0	0	0
BS_RWJ0571Q	0.132128855734081	0	0	0.11201688368729469	0	0.22259350849742127	0	0	0.29694734000012246	0	0	0	0.06026100085797129	0	0	0	0	0	0	0	0	0	0	0	0	0.08075437545181852	0
BS_R7H6ZV8M	0.06921403979273817	0	0	0	0.12516663861109567	0	0.17452232031822207	0	0	0	0	0	0.08649143424819074	0	0	0	0.1667995853362937	0	0	0	0	0	0	0	0.19255384812067178	0.12288794654069717	0
BS_R6CKWZW6	0.20563476233012293	0	0	0	0	0	0	0	0.4836963016857526	0	0	0	0.1176710855228482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_QZRP3NSG	0.11583056052817711	0.06539493730503904	0	0.12898080141849882	0	0.18481337155789185	0	0	0.23432402122776813	0	0	0	0	0	0	0	0.12027010344850746	0	0	0	0	0	0	0	0	0	0
BS_QZPGVNBB	0	0.21295866000626953	0	0.15922043143711653	0	0	0.15682051695994437	0	0	0	0	0	0	0.0765821329681324	0	0.336861806409749	0	0	0	0	0	0	0	0	0	0	0
BS_QJHY513X	0.7784971449296891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1400270965590981	0	0	0	0	0	0	0	0	0	0	0
BS_QFH9XM6Q	0.14161665150153563	0	0	0.1684299835146927	0	0.2750368647980366	0	0	0.24565086126506566	0	0	0	0.0703863282731769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Q6GVRAWK	0.23660015064498455	0.14401593745582897	0	0	0	0	0	0	0.42304317982136547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_PCVV9GJG	0.2177487581457139	0	0	0.22213298075000154	0	0	0.18026918030195974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20116324075572928	0	0
BS_QF7M4SHH	0.3718295878402921	0	0	0	0.10431525971534059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3195605723943783	0.10459533098078949	0	0.06337393029747253	0	0	0	0
BS_PZ5WX9TX	0.7444801896832586	0	0	0	0	0	0.2280899149051616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_P7VR731D	0.4243342218044281	0	0	0	0	0	0.23602957000349464	0	0	0	0	0	0	0	0	0	0	0	0.15773317423004388	0	0	0	0	0.06468385686872836	0.08798060199950695	0	0
BS_NNFDFAFM	0.18647306993467688	0	0	0.18348473005061552	0	0	0	0	0.3868210594327673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06682287985230038	0	0
BS_M5FM63EB	0.2896565229543877	0.09339458552229711	0	0.08742763882328894	0	0	0	0	0.309114471574257	0	0	0	0	0	0	0	0.13649816687782207	0	0	0	0	0	0	0	0	0	0
BS_M0B42FPR	0.33672176873389587	0	0	0.06525926591135728	0	0	0	0	0.34045742116366984	0	0	0	0	0	0	0	0.18499936812299778	0	0	0	0	0	0	0	0	0	0
BS_KT3GAAQV	0.8324922516399708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09232934569718806	0	0
BS_KQRAHH6Y	0.1375130190827246	0	0	0.16940725840439563	0	0.23440308146922964	0	0	0.33884281533421384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_K24D4BGK	0.4164599414587052	0.21635902202869592	0	0	0	0	0.07087697202038909	0	0	0	0	0	0	0.06014584091990597	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_KPG4WCHS	0.22702969378474724	0	0	0	0	0	0.08998132560972262	0	0	0	0	0	0.08833586985074308	0	0	0.25948393514231755	0	0	0	0.14937076087920015	0	0	0	0.09433970762588798	0	0	0
BS_KQPCYZ2K	0	0	0	0	0.11682933469514198	0	0	0	0.11255039283288121	0	0	0	0	0	0.08980882757945219	0	0	0	0.13072234972446675	0	0	0	0	0	0.07746104854075328	0	0.3738451253983187
BS_KHJMCFQR	0.45802737903063423	0	0	0	0	0	0.16092431712124414	0	0	0	0	0	0	0	0	0	0	0.06908598355292846	0	0.09389835096698917	0	0.08324778839041214	0	0	0	0	0
BS_JWDK21ED	0	0.11654602356318329	0	0.24088753866577386	0.1930414555778454	0	0.16151552209987838	0.07453424264327198	0	0	0	0	0	0	0.10566062436566336	0	0	0	0	0	0	0	0	0	0	0	0
BS_JRFVST47	0.11331927098862939	0	0	0.405225239810995	0	0	0	0	0.27575500693919097	0	0	0	0	0	0	0	0.08537363709608968	0	0	0	0	0	0	0	0	0	0
BS_JD5FE0V5	0.4037396530208948	0	0	0	0	0	0	0	0.2254242675618642	0	0	0	0	0.09744142647629025	0	0	0	0	0	0.21410270855962452	0	0	0	0	0	0	0
BS_JEZBA2EW	0	0	0	0	0.06414255584442036	0.2151164473483386	0.10410988647129439	0	0.2187288755661791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18603920473824562
BS_JD05XR6E	0.17991741284637847	0	0	0.2147457191647176	0	0	0	0	0.36154458092873665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_JDZX545X	0.1696626799412071	0	0	0.09645067512164351	0	0.186159988560473	0	0	0.366391730788514	0	0	0	0.08422015975912978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_JC7E55BV	0.4572176393577713	0	0	0	0	0	0.07438869195927574	0	0	0	0	0	0	0.30080630863874497	0	0	0	0	0	0.0835723507045877	0	0	0	0	0	0	0
BS_JCWD4DMA	0.2068427005703011	0	0	0	0.0624003033886193	0	0.10855597686339608	0	0	0	0	0	0	0	0	0.44343735497465425	0	0	0	0	0	0	0	0	0	0	0.12511679022138153
BS_J8EK6RNF	0.13871746971375143	0.11683291815260817	0	0.13926385675313177	0	0.298964972826412	0	0	0.19804450042409072	0	0	0	0	0	0	0	0.0632053790807066	0	0	0	0	0	0	0	0	0	0
BS_J8EH1N7V	0.16211682255469778	0	0	0.19519749751876703	0	0.13614502394837075	0	0	0.36597476825544495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10017822889629933	0	0
BS_HYKV2TH9	0.1629813744739948	0	0	0	0	0	0	0	0.36876550227662075	0.06295760137783589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25224045393465294
BS_HSXARQ1K	0.30394515396247634	0	0	0	0	0	0	0	0	0.1138598883185574	0	0	0	0.0857742329904269	0	0.2063068411195037	0	0	0	0	0	0	0	0	0.2499227940097402	0	0
BS_HF1TR0QN	0.39985486694987166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07734464944117779	0	0	0	0	0	0.330305207235281	0.12528559651685464	0
BS_HGKDT5AJ	0.4753961349861828	0	0	0	0	0	0.13147184338065784	0	0	0	0	0	0	0	0	0.39313202163315936	0	0	0	0	0	0	0	0	0	0	0
BS_HEJ72V3F	0.31832611613679873	0	0	0.06803583800349429	0	0	0	0	0.41658790504616494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_H8NWA41N	0.2013533099800758	0.14281237649397632	0	0	0	0	0	0	0.47448256013131374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_H3TYF6GD	0.3333864543937883	0	0	0.10233893595251237	0	0	0.11672672870992211	0	0.14300834943486646	0	0	0	0	0	0	0.16842558423956683	0	0	0	0	0	0	0	0	0	0.06123939433635732	0
BS_GQFPB8F3	0.2617003431524219	0	0	0.20292000555540124	0	0	0	0	0	0.1440601388928316	0	0	0	0	0	0	0	0	0	0.08074449172160776	0	0	0	0	0	0.3105750020265507	0
BS_GKXD33YH	0.49530044099427606	0	0	0.07104310061903911	0.13954909374846167	0	0	0	0.08077729449453436	0	0	0	0	0	0	0.09386817891391137	0	0	0	0	0	0	0	0	0.06414826093136139	0	0
BS_GJ2KS7BT	0	0	0	0	0.26511244926519756	0	0	0	0.10972860534854398	0	0.31059117852963397	0.07487347016334946	0	0	0	0.1838830633690638	0	0	0	0	0	0	0	0	0	0	0
BS_GBXD55F1	0.7172199488126975	0	0	0	0	0	0.2827800511873026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_GBT44HST	0.34472342132898964	0	0	0	0	0	0.12131490375133457	0	0.23313306219816923	0	0	0	0	0	0	0	0	0	0	0.13231790632650242	0.1685106907737466	0	0	0	0	0	0
BS_G65EA38C	0.2264678485772208	0.13894435023366597	0	0.1510583156469613	0	0	0	0	0.2709021886004513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06453446527500943	0
BS_FWP8ZA4K	0.4149428590868424	0	0	0	0	0	0	0	0.08952037398452686	0.15841523717512832	0	0	0	0	0	0.15293776960434718	0	0	0	0	0	0	0	0	0	0.10886533972290889	0
BS_FK3B5SDH	0.3033748659034881	0.09180249266052526	0	0.18015818561684332	0	0	0	0	0.20583921179976056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_G5VS97AD	0.40517165375506436	0	0	0	0.14698303031777174	0	0	0	0	0	0	0	0	0	0	0.25241352490473085	0	0	0	0	0	0	0	0	0	0	0
BS_F6YJDSXZ	0.851486856962933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09409701244473717	0
BS_EE73VE7V	0.150222639358661	0	0	0	0	0.18661007142723152	0	0	0.16772936839033195	0.06834710662952805	0	0	0	0.14475545398567732	0	0	0	0	0	0	0	0	0	0	0.1398888547172782	0.06493269554390828	0
BS_DVDT4VXQ	0.22207875912548797	0.12926345658617142	0	0	0	0	0	0	0.45077725091338655	0.06218427955895424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_DD69EB5S	0.1303662779730246	0.12003030094634431	0	0.08893231529755995	0.1468886864884947	0	0.11307134498536911	0	0	0	0	0.10864330008093825	0	0	0	0	0	0	0.06308863776408571	0	0	0	0.08584767460147824	0	0	0	0
BS_DRVEFVQ5	0.17482925232043045	0	0	0.07943652392768934	0	0.3110687201237173	0	0	0.3308464281742804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_DD2N8CEX	0.2401430231947814	0	0	0	0	0.0915488305360819	0.20328035766245414	0	0	0	0	0	0	0	0	0.08387297684694599	0	0	0	0	0	0	0	0	0	0.14810520353296716	0
BS_D6STCMQS	0.11052488184048559	0.16735441225093783	0	0.10895827442409592	0	0	0	0	0.3547765012365672	0.08167580301384404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_CX6KACX6	0	0	0	0	0	0	0.3806570936993904	0	0.21845235115974426	0	0	0	0	0	0	0.2769553779224784	0	0	0	0	0	0	0	0	0	0	0
BS_CGXTFM67	0.288788978503924	0	0	0	0	0.1284609287722871	0	0	0.22593485816158593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12031616392672367	0.13317122906490747
BS_CD7AXQM8	0.17094442816800187	0	0	0.3959305602363603	0	0.21633127429549576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10040231667727725	0
BS_CBMAWSAR	0.140997293197161	0	0	0.24157294187003403	0	0	0	0	0.34839234152390525	0	0	0	0	0	0	0	0.07920277153485714	0	0	0	0	0	0	0	0.06176289946751244	0	0
BS_C5M87D60	0.9380628471128241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_CA4CRZKP	0	0	0	0	0	0.08827666411972618	0	0	0.09170766542443244	0	0	0	0	0	0	0.16511930650242085	0	0	0	0	0.103315499635393	0	0	0	0	0	0.3356092220388929
BS_BTDQZ60Q	0.4332906992174638	0	0	0	0	0	0.3371342607864491	0	0	0	0	0	0	0	0	0.2295750399960871	0	0	0	0	0	0	0	0	0	0	0
BS_BT83BCEE	0	0.5034991865917114	0	0.14573166313865282	0.060599617139259015	0	0.07407022325141871	0	0	0	0	0	0.07328730574113416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_BQ81D2BP	0.08936143624906359	0.3457389118953972	0	0	0	0	0	0	0.3462047027274861	0	0	0	0	0.07883171859064367	0	0	0	0	0	0	0	0	0	0	0	0.06824153034803156	0
BS_B4PPG3X5	0.22027052113608397	0.10040604887761014	0	0.1015249303732671	0	0	0	0	0.37027143393363815	0	0	0	0.0701797035280811	0	0	0	0.09993698133273686	0	0	0	0	0	0	0	0	0	0
BS_B19AWBBW	0.16958775811743143	0	0	0	0	0.39995715949015637	0	0	0.2488746168984613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_AN55105E	0.7463161366651853	0	0	0	0	0	0.25368386333481474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_AMKQKHJ6	0.13793897055818102	0.5085397510912227	0	0	0	0	0.1576527873778729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09930353979174993	0
BS_AK9BV52G	0.11806974473663949	0	0	0	0	0.27101552985920063	0	0	0.3353559990267549	0.08829597470237255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_AHAXPFG3	0.27351718670292124	0.08785901610088429	0	0	0	0	0	0	0.4477690037666087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_AH3RVK53	0.17419457872274172	0.18675810339743507	0	0.17118048801952626	0	0	0	0	0.2608835207400678	0	0	0	0.08376892445552564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_AG4BP2PM	0.2096710541120496	0	0	0	0	0	0.1771547851294452	0	0	0	0	0.32047964117341704	0	0	0	0.2926945195850882	0	0	0	0	0	0	0	0	0	0	0
BS_AF5D41PD	0.08860318172972971	0.3055773364480124	0	0	0	0	0	0	0.3686763004352729	0.06305618612264592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_AEEKJ1QK	0.16250326472312118	0	0	0.2419491252807085	0.18634057523885672	0	0.16680958490477754	0	0	0	0	0	0	0	0	0.15459850587994298	0	0	0	0	0	0	0	0	0	0	0
BS_A6YJ3WG2	0	0	0	0	0.08549714797333156	0	0.4645242565694659	0	0	0	0	0	0	0.22666041071161733	0	0.08487798322894471	0	0	0	0.08663661556671363	0	0	0	0	0	0	0
BS_9W04ZPRR	0.2962154047796104	0	0.15411471638870505	0	0	0	0	0	0	0	0	0	0	0	0	0.11972112266098854	0	0	0	0	0	0	0.1644935167202226	0	0	0.21013002321686192	0
BS_9P4NDTKJ	0.15198968263831625	0.06042913878205956	0	0.16109627632953488	0	0.30903406999939415	0	0	0.1771086998662134	0	0	0	0	0	0	0	0.07940099449265106	0	0	0	0	0	0	0	0	0	0
BS_9DN4QR6E	0.23502338932048675	0	0	0	0	0	0	0	0	0.07468120651091521	0	0	0	0	0	0.24706441812872115	0	0	0	0	0	0	0	0	0	0.1845444444338536	0.11724071991075782
BS_91HP99HY	0.2763382625423147	0	0	0	0.1360553735160903	0	0.12700251739328658	0	0	0	0	0	0	0	0	0	0	0	0.24374413398584266	0	0	0	0	0	0.19799776832216703	0	0
BS_8SYN7GXG	0.21926934532473996	0	0	0.15591462798399341	0	0.16122016072196158	0	0	0.26857777572466074	0	0	0	0.10298329782239964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_7PAAZQE6	0.8077836674778306	0	0	0	0	0	0	0	0	0	0	0.1278063245393919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_7PF3C1P7	0.07205882910814863	0.19451571582836719	0	0.07052946700187272	0	0.07794070936953958	0	0	0.3156271736028131	0	0	0	0	0	0	0	0	0	0	0.06575330371931307	0	0	0	0	0	0	0.10373472482315253
BS_7GKF6M85	0	0.24551580595296157	0.07390192623149355	0	0	0	0	0	0.4621438037507216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_7G3AFSCR	0.19873765172380986	0.20100252181610276	0	0.07680754217945297	0	0	0	0	0.3936631790723747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_74TZJTW0	0.2369807945970849	0	0.06812338183251909	0	0	0	0.5412918663285078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_74SJ7YV4	0	0	0	0	0	0	0.22728619513522832	0	0	0	0	0.060180254279611024	0	0	0	0.30593086898483685	0	0.06476821623455904	0.09297746789931552	0.16732887430761323	0	0	0	0	0	0	0
BS_6VTQ3W4M	0.09089053256362097	0	0	0	0.07679025336088434	0	0.07936964787398543	0	0	0	0	0.06532853749221335	0	0	0	0.5412217907780268	0	0	0	0	0	0	0	0	0.07626666151125522	0	0
BS_6JBE0947	0.2904962680077427	0	0	0.1334331552147795	0	0	0	0	0.38487384032601824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_6DT506HY	0	0	0	0	0.2667863794542948	0	0	0	0	0	0	0	0	0	0	0.30108780323758794	0	0	0.17120040271846332	0	0.11629465865256469	0	0	0	0	0	0
BS_6B62YT97	0.19353142538670742	0	0	0.29921588406659444	0	0	0.2363196461085034	0	0.08251992876249202	0	0	0	0	0.11421571993295854	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_682Z7WH6	0.21244579239960976	0.08415724343651843	0	0	0	0	0	0	0.4178495982637616	0	0	0	0.07611610037927748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0945115491776937
BS_6687ZNGS	0.3118900371513387	0	0	0	0	0	0	0	0.10645045981072655	0	0	0.08334454948699889	0	0	0	0.27228731732367284	0.16593724163815057	0	0	0	0	0	0	0	0	0	0
BS_5Z0GA574	0.24895227810524395	0.09979686223936267	0	0.1611539400295487	0	0	0	0	0.22771276203618585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08395224575775233	0
BS_5YTKXXBY	0.49082222017169286	0	0	0	0	0	0	0.09756877057327773	0	0	0	0	0	0	0	0.11823870002984645	0	0	0.08756430102686262	0	0	0	0	0.13212392347880794	0	0	0
BS_5XC635HW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270716671975289	0	0	0.13482205879717243	0	0	0.3018199012706161	0	0	0.12983391911916561	0	0	0
BS_5FBN4PPQ	0	0	0	0	0.07684336564811627	0	0.3166867325552527	0	0	0	0	0.062364849307497056	0	0	0	0.4269341215552373	0	0	0	0	0	0	0	0	0	0	0
BS_5CCAC8TZ	0.2036731995753998	0	0	0.14894684889822593	0.16214183710668623	0	0	0	0	0	0	0	0	0	0	0.22230922175792575	0	0	0	0.08116967272419	0	0	0	0	0.09191877023498998	0	0
BS_5968GBGT	0.17793198597092175	0	0	0	0	0.15881899889947135	0	0	0.435136646355519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07410856749788422
BS_541KKASA	0.13974527987842356	0.10868771069951738	0.18256276664790946	0	0	0	0	0	0	0	0	0	0	0	0	0.2521272027562995	0	0	0	0	0	0	0	0	0	0.19059078965256823	0
BS_53JGYCCZ	0.18346105681984373	0	0	0	0	0	0	0	0.07069409505501181	0	0	0	0	0.146186923131529	0	0.2909571694093506	0.10951880770290828	0	0	0	0	0	0	0	0	0.11459968340216613	0
BS_52ETE050	0.2694631396813944	0	0	0	0.2677809961945587	0	0.08256610697011468	0	0	0	0	0	0	0	0	0.12690928685161543	0	0	0	0.11021101339161263	0	0	0	0	0	0	0
BS_4SCDT7M9	0.2767459142019962	0	0	0	0	0	0.28119845274993593	0.09900343578978278	0.1729311705558254	0	0	0	0	0	0	0	0	0.08330235895244817	0	0	0	0	0	0	0	0	0
BS_4K7SDXC7	0.20625596740075408	0	0	0	0	0	0.1899671661768522	0	0	0	0	0	0	0.09083766996222338	0	0.15619030411752244	0	0	0.07804001240757372	0.0877802022389527	0	0	0	0	0	0.11387650673762933	0
BS_4PM2QG9C	0.20382762515278113	0	0	0.12095521723823932	0	0.383486038100348	0	0	0	0.08191603965344393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11381213047046375	0
BS_4DYW3T2A	0.17216932484803096	0.17373897074478908	0	0.1506938121514483	0	0	0	0	0.28554742688874474	0	0	0	0.06200607814643397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
